pays,region,sens,annee,valeur,poids,edition
ITALIE,Union européenne,export,2016,38391,21806,2020
ITALIE,Union européenne,export,2017,44942,27437,2020
ITALIE,Union européenne,export,2018,60941,40558,2020
ITALIE,Union européenne,export,2019,59636,39958,2020
ITALIE,Union européenne,export,2020,31077,20761,2020
MALTE,Union européenne,export,2016,398,72,2020
MALTE,Union européenne,export,2017,354,63,2020
MALTE,Union européenne,export,2018,347,61,2020
MALTE,Union européenne,export,2019,230,41,2020
MALTE,Union européenne,export,2020,99,57,2020
PAYS BAS,Union européenne,export,2016,25536,122636,2020
PAYS BAS,Union européenne,export,2017,50649,261937,2020
PAYS BAS,Union européenne,export,2018,51453,194654,2020
PAYS BAS,Union européenne,export,2019,32145,79291,2020
PAYS BAS,Union européenne,export,2020,39549,133599,2020
POLOGNE,Union européenne,export,2016,8384,201750,2020
POLOGNE,Union européenne,export,2017,2824,73690,2020
POLOGNE,Union européenne,export,2018,1732,41957,2020
POLOGNE,Union européenne,export,2019,5585,81669,2020
POLOGNE,Union européenne,export,2020,998,23707,2020
PORTUGAL,Union européenne,export,2016,8837,6874,2020
PORTUGAL,Union européenne,export,2017,6735,2330,2020
PORTUGAL,Union européenne,export,2018,5567,2641,2020
PORTUGAL,Union européenne,export,2019,5438,3690,2020
PORTUGAL,Union européenne,export,2020,2492,1419,2020
REPUBLIQUE D'ESTONIE,Union européenne,export,2016,,,2020
REPUBLIQUE D'ESTONIE,Union européenne,export,2017,,,2020
REPUBLIQUE D'ESTONIE,Union européenne,export,2018,23,52,2020
REPUBLIQUE D'ESTONIE,Union européenne,export,2019,3,2,2020
REPUBLIQUE D'ESTONIE,Union européenne,export,2020,,,2020
REPUBLIQUE DE LETTONIE,Union européenne,export,2016,55,57,2020
REPUBLIQUE DE LETTONIE,Union européenne,export,2017,2,2,2020
REPUBLIQUE DE LETTONIE,Union européenne,export,2018,46,168,2020
REPUBLIQUE DE LETTONIE,Union européenne,export,2019,,,2020
REPUBLIQUE DE LETTONIE,Union européenne,export,2020,22,63,2020
REPUBLIQUE DE LITUANIE,Union européenne,export,2016,6,20,2020
REPUBLIQUE DE LITUANIE,Union européenne,export,2017,,,2020
REPUBLIQUE DE LITUANIE,Union européenne,export,2018,8,4,2020
REPUBLIQUE DE LITUANIE,Union européenne,export,2019,,,2020
REPUBLIQUE DE LITUANIE,Union européenne,export,2020,57,85,2020
REPUBLIQUE DE SLOVAQUIE,Union européenne,export,2016,1,0,2020
REPUBLIQUE DE SLOVAQUIE,Union européenne,export,2017,257,402,2020
REPUBLIQUE DE SLOVAQUIE,Union européenne,export,2018,1,0,2020
REPUBLIQUE DE SLOVAQUIE,Union européenne,export,2019,,,2020
REPUBLIQUE DE SLOVAQUIE,Union européenne,export,2020,129,51,2020
REPUBLIQUE TCHEQUE,Union européenne,export,2016,,,2020
REPUBLIQUE TCHEQUE,Union européenne,export,2017,1,1,2020
REPUBLIQUE TCHEQUE,Union européenne,export,2018,,,2020
REPUBLIQUE TCHEQUE,Union européenne,export,2019,4,1,2020
REPUBLIQUE TCHEQUE,Union européenne,export,2020,14,28,2020
ROUMANIE,Union européenne,export,2016,25,3,2020
ROUMANIE,Union européenne,export,2017,,,2020
ROUMANIE,Union européenne,export,2018,6,4,2020
ROUMANIE,Union européenne,export,2019,16,2,2020
ROUMANIE,Union européenne,export,2020,3,2,2020
ROYAUME UNI,Union européenne,export,2016,31639,96974,2020
ROYAUME UNI,Union européenne,export,2017,35305,113009,2020
ROYAUME UNI,Union européenne,export,2018,33310,81536,2020
ROYAUME UNI,Union européenne,export,2019,36608,104815,2020
ROYAUME UNI,Union européenne,export,2020,36181,81428,2020
SLOVENIE,Union européenne,export,2016,8,4,2020
SLOVENIE,Union européenne,export,2017,1,2,2020
SLOVENIE,Union européenne,export,2018,189,152,2020
SLOVENIE,Union européenne,export,2019,23,25,2020
SLOVENIE,Union européenne,export,2020,21,0,2020
SUEDE,Union européenne,export,2016,662,174,2020
SUEDE,Union européenne,export,2017,1686,2118,2020
SUEDE,Union européenne,export,2018,1453,17231,2020
SUEDE,Union européenne,export,2019,3387,36348,2020
SUEDE,Union européenne,export,2020,45,35,2020
ALBANIE,Autres pays d'Europe,export,2016,110,66,2020
ALBANIE,Autres pays d'Europe,export,2017,58,39,2020
ALBANIE,Autres pays d'Europe,export,2018,158,148,2020
ALBANIE,Autres pays d'Europe,export,2019,190,166,2020
ALBANIE,Autres pays d'Europe,export,2020,807,307,2020
ANDORRE,Autres pays d'Europe,export,2016,49,7,2020
ANDORRE,Autres pays d'Europe,export,2017,,,2020
ANDORRE,Autres pays d'Europe,export,2018,,,2020
ANDORRE,Autres pays d'Europe,export,2019,,,2020
ANDORRE,Autres pays d'Europe,export,2020,,,2020
ARMENIE,Autres pays d'Europe,export,2016,3,1,2020
ARMENIE,Autres pays d'Europe,export,2017,2,11,2020
ARMENIE,Autres pays d'Europe,export,2018,0,0,2020
ARMENIE,Autres pays d'Europe,export,2019,0,1,2020
ARMENIE,Autres pays d'Europe,export,2020,,,2020
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2016,3,0,2020
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2017,,,2020
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2018,4,2,2020
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2019,,,2020
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2020,,,2020
CITE DU VATICAN,Autres pays d'Europe,export,2016,18,38,2020
CITE DU VATICAN,Autres pays d'Europe,export,2017,,,2020
CITE DU VATICAN,Autres pays d'Europe,export,2018,,,2020
CITE DU VATICAN,Autres pays d'Europe,export,2019,,,2020
CITE DU VATICAN,Autres pays d'Europe,export,2020,,,2020
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2016,181,49,2020
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2017,,,2020
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2018,,,2020
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2019,,,2020
EX-YOUGOSLAVIE,Autres pays d'Europe,export,2020,,,2020
GIBRALTAR,Autres pays d'Europe,export,2016,1500,19501,2020
GIBRALTAR,Autres pays d'Europe,export,2017,,,2020
GIBRALTAR,Autres pays d'Europe,export,2018,,,2020
GIBRALTAR,Autres pays d'Europe,export,2019,,,2020
GIBRALTAR,Autres pays d'Europe,export,2020,23,27,2020
HELGOLAND,Autres pays d'Europe,export,2016,129,70,2020
HELGOLAND,Autres pays d'Europe,export,2017,162,49,2020
HELGOLAND,Autres pays d'Europe,export,2018,196,49,2020
HELGOLAND,Autres pays d'Europe,export,2019,18,25,2020
HELGOLAND,Autres pays d'Europe,export,2020,2,3,2020
ISLANDE,Autres pays d'Europe,export,2016,693,111,2020
ISLANDE,Autres pays d'Europe,export,2017,128,18,2020
ISLANDE,Autres pays d'Europe,export,2018,323,51,2020
ISLANDE,Autres pays d'Europe,export,2019,67,9,2020
ISLANDE,Autres pays d'Europe,export,2020,480,294,2020
MONTENEGRO,Autres pays d'Europe,export,2016,280,175,2020
MONTENEGRO,Autres pays d'Europe,export,2017,1,0,2020
MONTENEGRO,Autres pays d'Europe,export,2018,5591,23109,2020
MONTENEGRO,Autres pays d'Europe,export,2019,869,979,2020
MONTENEGRO,Autres pays d'Europe,export,2020,,,2020
NORVEGE,Autres pays d'Europe,export,2016,8151,163690,2020
NORVEGE,Autres pays d'Europe,export,2017,23388,259454,2020
NORVEGE,Autres pays d'Europe,export,2018,2396,30028,2020
NORVEGE,Autres pays d'Europe,export,2019,11821,137104,2020
NORVEGE,Autres pays d'Europe,export,2020,31781,303586,2020
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2016,42,8,2020
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2017,16,4,2020
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2018,15,1,2020
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2019,62,5,2020
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2020,24,41,2020
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2016,342,384,2020
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2017,550,663,2020
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2018,2221,17600,2020
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2019,512,2258,2020
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2020,1101,2565,2020
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2016,,,2020
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2017,,,2020
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2018,12,2,2020
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2019,,,2020
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2020,,,2020
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2016,117,98,2020
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2017,65,48,2020
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2018,57,34,2020
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2019,184,245,2020
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2020,118,98,2020
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2016,14,1,2020
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2017,1,0,2020
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2018,,,2020
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2019,,,2020
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2020,,,2020
RUSSIE,Autres pays d'Europe,export,2016,667,7112,2020
RUSSIE,Autres pays d'Europe,export,2017,3316,26481,2020
RUSSIE,Autres pays d'Europe,export,2018,46,108,2020
RUSSIE,Autres pays d'Europe,export,2019,3619,24236,2020
RUSSIE,Autres pays d'Europe,export,2020,78,260,2020
SUISSE,Autres pays d'Europe,export,2016,157696,11647,2020
SUISSE,Autres pays d'Europe,export,2017,176442,46024,2020
SUISSE,Autres pays d'Europe,export,2018,301515,134534,2020
SUISSE,Autres pays d'Europe,export,2019,359241,99059,2020
SUISSE,Autres pays d'Europe,export,2020,279599,58075,2020
TRIESTE,Autres pays d'Europe,export,2016,,,2020
TRIESTE,Autres pays d'Europe,export,2017,2,0,2020
TRIESTE,Autres pays d'Europe,export,2018,1,1,2020
TRIESTE,Autres pays d'Europe,export,2019,11,7,2020
TRIESTE,Autres pays d'Europe,export,2020,0,0,2020
TURQUIE,Autres pays d'Europe,export,2016,2650,3526,2020
TURQUIE,Autres pays d'Europe,export,2017,1085,1543,2020
TURQUIE,Autres pays d'Europe,export,2018,2409,5195,2020
TURQUIE,Autres pays d'Europe,export,2019,4236,5080,2020
TURQUIE,Autres pays d'Europe,export,2020,5242,6794,2020
BURUNDI,Afrique centrale,export,2016,30,13,2020
BURUNDI,Afrique centrale,export,2017,31,19,2020
BURUNDI,Afrique centrale,export,2018,35,25,2020
BURUNDI,Afrique centrale,export,2019,78,74,2020
BURUNDI,Afrique centrale,export,2020,51,46,2020
CAMEROUN,Afrique centrale,export,2016,15881,23010,2020
CAMEROUN,Afrique centrale,export,2017,11688,18964,2020
CAMEROUN,Afrique centrale,export,2018,16554,26477,2020
CAMEROUN,Afrique centrale,export,2019,17680,27922,2020
CAMEROUN,Afrique centrale,export,2020,17297,29557,2020
CENTRE AFRIQUE,Afrique centrale,export,2016,5541,1842,2020
CENTRE AFRIQUE,Afrique centrale,export,2017,4986,1860,2020
CENTRE AFRIQUE,Afrique centrale,export,2018,4998,1443,2020
CENTRE AFRIQUE,Afrique centrale,export,2019,3979,1137,2020
CENTRE AFRIQUE,Afrique centrale,export,2020,4497,1868,2020
CONGO,Afrique centrale,export,2016,25589,13270,2020
CONGO,Afrique centrale,export,2017,26494,12744,2020
CONGO,Afrique centrale,export,2018,21713,11131,2020
CONGO,Afrique centrale,export,2019,22503,10795,2020
CONGO,Afrique centrale,export,2020,15745,11580,2020
CONGO DEMOCRATIQUE,Afrique centrale,export,2016,870,626,2020
CONGO DEMOCRATIQUE,Afrique centrale,export,2017,1198,921,2020
CONGO DEMOCRATIQUE,Afrique centrale,export,2018,3889,1417,2020
CONGO DEMOCRATIQUE,Afrique centrale,export,2019,1443,1354,2020
CONGO DEMOCRATIQUE,Afrique centrale,export,2020,1992,1441,2020
GABON,Afrique centrale,export,2016,6693,3200,2020
GABON,Afrique centrale,export,2017,2424,2122,2020
GABON,Afrique centrale,export,2018,3505,5343,2020
GABON,Afrique centrale,export,2019,5965,6058,2020
GABON,Afrique centrale,export,2020,3513,3823,2020
GUINEE EQUATORIALE,Afrique centrale,export,2016,2842,776,2020
GUINEE EQUATORIALE,Afrique centrale,export,2017,881,722,2020
GUINEE EQUATORIALE,Afrique centrale,export,2018,2729,1065,2020
GUINEE EQUATORIALE,Afrique centrale,export,2019,2699,901,2020
GUINEE EQUATORIALE,Afrique centrale,export,2020,2403,800,2020
RWANDA,Afrique centrale,export,2016,32,4,2020
RWANDA,Afrique centrale,export,2017,2,0,2020
RWANDA,Afrique centrale,export,2018,9,3,2020
RWANDA,Afrique centrale,export,2019,2,0,2020
RWANDA,Afrique centrale,export,2020,37,6,2020
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2016,,,2020
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2017,2,0,2020
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2018,2,1,2020
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2019,,,2020
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2020,,,2020
TCHAD,Afrique centrale,export,2016,13750,2548,2020
TCHAD,Afrique centrale,export,2017,14215,3454,2020
TCHAD,Afrique centrale,export,2018,14734,3591,2020
TCHAD,Afrique centrale,export,2019,8187,2730,2020
TCHAD,Afrique centrale,export,2020,4100,2626,2020
ALGERIE,Afrique du Nord,export,2016,373,406,2020
ALGERIE,Afrique du Nord,export,2017,302,269,2020
ALGERIE,Afrique du Nord,export,2018,246,220,2020
ALGERIE,Afrique du Nord,export,2019,151,94,2020
ALGERIE,Afrique du Nord,export,2020,400,506,2020
EGYPTE,Afrique du Nord,export,2016,318,473,2020
EGYPTE,Afrique du Nord,export,2017,244,260,2020
EGYPTE,Afrique du Nord,export,2018,260,348,2020
EGYPTE,Afrique du Nord,export,2019,253,788,2020
EGYPTE,Afrique du Nord,export,2020,474,1893,2020
ILES CANARIES,Afrique du Nord,export,2016,,,2020
ILES CANARIES,Afrique du Nord,export,2017,,,2020
ILES CANARIES,Afrique du Nord,export,2018,10,27,2020
ILES CANARIES,Afrique du Nord,export,2019,,,2020
ILES CANARIES,Afrique du Nord,export,2020,,,2020
LIBYE,Afrique du Nord,export,2016,17,11,2020
LIBYE,Afrique du Nord,export,2017,282,122,2020
LIBYE,Afrique du Nord,export,2018,4,4,2020
LIBYE,Afrique du Nord,export,2019,36,60,2020
LIBYE,Afrique du Nord,export,2020,3,12,2020
MAROC,Afrique du Nord,export,2016,4511,4962,2020
MAROC,Afrique du Nord,export,2017,2589,2755,2020
MAROC,Afrique du Nord,export,2018,5084,4426,2020
MAROC,Afrique du Nord,export,2019,7262,4798,2020
MAROC,Afrique du Nord,export,2020,6262,3848,2020
SOUDAN,Afrique du Nord,export,2016,383,12185,2020
SOUDAN,Afrique du Nord,export,2017,523,364,2020
SOUDAN,Afrique du Nord,export,2018,1045,384,2020
SOUDAN,Afrique du Nord,export,2019,436,371,2020
SOUDAN,Afrique du Nord,export,2020,688,593,2020
TUNISIE,Afrique du Nord,export,2016,1996,1930,2020
TUNISIE,Afrique du Nord,export,2017,1552,1370,2020
TUNISIE,Afrique du Nord,export,2018,535,648,2020
TUNISIE,Afrique du Nord,export,2019,2360,3444,2020
TUNISIE,Afrique du Nord,export,2020,1292,1977,2020
BENIN,Afrique occidentale,export,2016,11341,40485,2020
BENIN,Afrique occidentale,export,2017,9522,35316,2020
BENIN,Afrique occidentale,export,2018,10216,25412,2020
BENIN,Afrique occidentale,export,2019,12050,33743,2020
BENIN,Afrique occidentale,export,2020,9905,44176,2020
BURKINA FASO,Afrique occidentale,export,2016,30986,119234,2020
BURKINA FASO,Afrique occidentale,export,2017,33482,79503,2020
BURKINA FASO,Afrique occidentale,export,2018,38471,80141,2020
BURKINA FASO,Afrique occidentale,export,2019,38039,85251,2020
BURKINA FASO,Afrique occidentale,export,2020,29978,85511,2020
COTE D'IVOIRE,Afrique occidentale,export,2016,79352,234072,2020
COTE D'IVOIRE,Afrique occidentale,export,2017,81699,232163,2020
COTE D'IVOIRE,Afrique occidentale,export,2018,72911,213152,2020
COTE D'IVOIRE,Afrique occidentale,export,2019,91948,287310,2020
COTE D'IVOIRE,Afrique occidentale,export,2020,110319,310871,2020
GAMBIE,Afrique occidentale,export,2016,50409,671735,2020
GAMBIE,Afrique occidentale,export,2017,62813,579781,2020
GAMBIE,Afrique occidentale,export,2018,54237,394203,2020
GAMBIE,Afrique occidentale,export,2019,45418,403456,2020
GAMBIE,Afrique occidentale,export,2020,64554,446548,2020
GHANA,Afrique occidentale,export,2016,9906,13851,2020
GHANA,Afrique occidentale,export,2017,9319,11675,2020
GHANA,Afrique occidentale,export,2018,13298,15216,2020
GHANA,Afrique occidentale,export,2019,6248,9893,2020
GHANA,Afrique occidentale,export,2020,8830,10370,2020
GUINEE BISSAU,Afrique occidentale,export,2016,31211,99980,2020
GUINEE BISSAU,Afrique occidentale,export,2017,34791,113289,2020
GUINEE BISSAU,Afrique occidentale,export,2018,38028,105185,2020
GUINEE BISSAU,Afrique occidentale,export,2019,38374,87853,2020
GUINEE BISSAU,Afrique occidentale,export,2020,32876,71812,2020
GUINEE REPUBLIQUE,Afrique occidentale,export,2016,50115,70489,2020
GUINEE REPUBLIQUE,Afrique occidentale,export,2017,61392,97335,2020
GUINEE REPUBLIQUE,Afrique occidentale,export,2018,70800,107142,2020
GUINEE REPUBLIQUE,Afrique occidentale,export,2019,78817,134366,2020
GUINEE REPUBLIQUE,Afrique occidentale,export,2020,85381,163055,2020
ILES DU CAP VERT,Afrique occidentale,export,2016,1907,2569,2020
ILES DU CAP VERT,Afrique occidentale,export,2017,2398,1096,2020
ILES DU CAP VERT,Afrique occidentale,export,2018,2320,3306,2020
ILES DU CAP VERT,Afrique occidentale,export,2019,1656,817,2020
ILES DU CAP VERT,Afrique occidentale,export,2020,1061,508,2020
LIBERIA,Afrique occidentale,export,2016,4186,3881,2020
LIBERIA,Afrique occidentale,export,2017,3894,3301,2020
LIBERIA,Afrique occidentale,export,2018,4163,4335,2020
LIBERIA,Afrique occidentale,export,2019,1699,2017,2020
LIBERIA,Afrique occidentale,export,2020,1782,2450,2020
MALI,Afrique occidentale,export,2016,271055,2653844,2020
MALI,Afrique occidentale,export,2017,347094,2857135,2020
MALI,Afrique occidentale,export,2018,388682,2721598,2020
MALI,Afrique occidentale,export,2019,562138,2984417,2020
MALI,Afrique occidentale,export,2020,474811,2946232,2020
MAURITANIE,Afrique occidentale,export,2016,45626,314707,2020
MAURITANIE,Afrique occidentale,export,2017,44941,262646,2020
MAURITANIE,Afrique occidentale,export,2018,41913,51840,2020
MAURITANIE,Afrique occidentale,export,2019,39741,65005,2020
MAURITANIE,Afrique occidentale,export,2020,40810,62845,2020
NIGER,Afrique occidentale,export,2016,13291,23417,2020
NIGER,Afrique occidentale,export,2017,9932,12630,2020
NIGER,Afrique occidentale,export,2018,15886,86328,2020
NIGER,Afrique occidentale,export,2019,8967,104364,2020
NIGER,Afrique occidentale,export,2020,11761,27193,2020
NIGERIA,Afrique occidentale,export,2016,5918,8103,2020
NIGERIA,Afrique occidentale,export,2017,12601,11335,2020
NIGERIA,Afrique occidentale,export,2018,16547,12368,2020
NIGERIA,Afrique occidentale,export,2019,14995,17250,2020
NIGERIA,Afrique occidentale,export,2020,13722,15794,2020
SIERRA LEONE,Afrique occidentale,export,2016,10037,22374,2020
SIERRA LEONE,Afrique occidentale,export,2017,7954,10669,2020
SIERRA LEONE,Afrique occidentale,export,2018,9072,13632,2020
SIERRA LEONE,Afrique occidentale,export,2019,8385,15789,2020
SIERRA LEONE,Afrique occidentale,export,2020,6986,13554,2020
TOGO,Afrique occidentale,export,2016,14917,15271,2020
TOGO,Afrique occidentale,export,2017,14543,14800,2020
TOGO,Afrique occidentale,export,2018,11720,13124,2020
TOGO,Afrique occidentale,export,2019,16747,40193,2020
TOGO,Afrique occidentale,export,2020,11032,10547,2020
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2016,1118,1278,2020
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2017,2628,1132,2020
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2018,298,314,2020
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2019,1088,1052,2020
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2020,92,71,2020
ANGOLA,Afrique orientale et du Sud,export,2016,2591,389,2020
ANGOLA,Afrique orientale et du Sud,export,2017,454,411,2020
ANGOLA,Afrique orientale et du Sud,export,2018,199,267,2020
ANGOLA,Afrique orientale et du Sud,export,2019,432,548,2020
ANGOLA,Afrique orientale et du Sud,export,2020,713,798,2020
BOTSWANA,Afrique orientale et du Sud,export,2016,13,92,2020
BOTSWANA,Afrique orientale et du Sud,export,2017,13,15,2020
BOTSWANA,Afrique orientale et du Sud,export,2018,27,84,2020
BOTSWANA,Afrique orientale et du Sud,export,2019,208,343,2020
BOTSWANA,Afrique orientale et du Sud,export,2020,0,0,2020
COMORES ILE,Afrique orientale et du Sud,export,2016,62,121,2020
COMORES ILE,Afrique orientale et du Sud,export,2017,0,0,2020
COMORES ILE,Afrique orientale et du Sud,export,2018,64,114,2020
COMORES ILE,Afrique orientale et du Sud,export,2019,14,2,2020
COMORES ILE,Afrique orientale et du Sud,export,2020,10,24,2020
DJIBOUTI,Afrique orientale et du Sud,export,2016,78,60,2020
DJIBOUTI,Afrique orientale et du Sud,export,2017,9,1,2020
DJIBOUTI,Afrique orientale et du Sud,export,2018,26,5,2020
DJIBOUTI,Afrique orientale et du Sud,export,2019,4,0,2020
DJIBOUTI,Afrique orientale et du Sud,export,2020,1,0,2020
ETHIOPIE,Afrique orientale et du Sud,export,2016,2,0,2020
ETHIOPIE,Afrique orientale et du Sud,export,2017,283,232,2020
ETHIOPIE,Afrique orientale et du Sud,export,2018,48,35,2020
ETHIOPIE,Afrique orientale et du Sud,export,2019,995,1035,2020
ETHIOPIE,Afrique orientale et du Sud,export,2020,17,12,2020
ILE STE HELENE,Afrique orientale et du Sud,export,2016,,,2020
ILE STE HELENE,Afrique orientale et du Sud,export,2017,,,2020
ILE STE HELENE,Afrique orientale et du Sud,export,2018,0,0,2020
ILE STE HELENE,Afrique orientale et du Sud,export,2019,94,53,2020
ILE STE HELENE,Afrique orientale et du Sud,export,2020,0,0,2020
ILES MAURICE,Afrique orientale et du Sud,export,2016,1,0,2020
ILES MAURICE,Afrique orientale et du Sud,export,2017,104,33,2020
ILES MAURICE,Afrique orientale et du Sud,export,2018,4,1,2020
ILES MAURICE,Afrique orientale et du Sud,export,2019,86,29,2020
ILES MAURICE,Afrique orientale et du Sud,export,2020,1018,833,2020
KENYA,Afrique orientale et du Sud,export,2016,26,10,2020
KENYA,Afrique orientale et du Sud,export,2017,80,26,2020
KENYA,Afrique orientale et du Sud,export,2018,166,50,2020
KENYA,Afrique orientale et du Sud,export,2019,836,3027,2020
KENYA,Afrique orientale et du Sud,export,2020,12,2,2020
MADAGASCAR,Afrique orientale et du Sud,export,2016,19,1,2020
MADAGASCAR,Afrique orientale et du Sud,export,2017,29,4,2020
MADAGASCAR,Afrique orientale et du Sud,export,2018,64,11,2020
MADAGASCAR,Afrique orientale et du Sud,export,2019,39,26,2020
MADAGASCAR,Afrique orientale et du Sud,export,2020,242,168,2020
MALAWI,Afrique orientale et du Sud,export,2016,6,2,2020
MALAWI,Afrique orientale et du Sud,export,2017,,,2020
MALAWI,Afrique orientale et du Sud,export,2018,,,2020
MALAWI,Afrique orientale et du Sud,export,2019,360,5,2020
