produit,sens,annee,valeur,poids,edition
Produits pétroliers finis,import,2019,957506,2866871,2022
Produits pétroliers finis,import,2020,753548,3124671,2022
Produits pétroliers finis,import,2021,1023104,3096895,2022
Produits pétroliers finis,import,2022,1999600,3648696,2022
Métaux communs et ouvrages en métaux communs,import,2018,317993,627208,2022
Métaux communs et ouvrages en métaux communs,import,2019,339561,646947,2022
Métaux communs et ouvrages en métaux communs,import,2020,301796,608230,2022
Métaux communs et ouvrages en métaux communs,import,2021,408603,753220,2022
Métaux communs et ouvrages en métaux communs,import,2022,527293,737194,2022
Matières plastiques et artificielles,import,2018,135974,157110,2022
Matières plastiques et artificielles,import,2019,130500,170068,2022
Matières plastiques et artificielles,import,2020,131516,166618,2022
Matières plastiques et artificielles,import,2021,173074,181258,2022
Matières plastiques et artificielles,import,2022,219988,201653,2022
Produits pharmaceutiques,import,2018,135901,12881,2022
Produits pharmaceutiques,import,2019,156588,15514,2022
Produits pharmaceutiques,import,2020,162767,15535,2022
Produits pharmaceutiques,import,2021,189008,17177,2022
Produits pharmaceutiques,import,2022,195756,18235,2022
Huiles et graisses,import,2018,92564,207565,2022
Huiles et graisses,import,2019,99097,206694,2022
Huiles et graisses,import,2020,142635,276112,2022
Huiles et graisses,import,2021,123804,225294,2022
Huiles et graisses,import,2022,127037,202602,2022
Produits des industries parachimiques,import,2018,79717,73108,2022
Produits des industries parachimiques,import,2019,88996,83081,2022
Produits des industries parachimiques,import,2020,90297,77393,2022
Produits des industries parachimiques,import,2021,103961,80799,2022
Produits des industries parachimiques,import,2022,115921,90437,2022
Autres produits,import,2018,1217220,4709502,2022
Autres produits,import,2019,1283188,4678925,2022
Autres produits,import,2020,1309541,5164270,2022
Autres produits,import,2021,1516994,5899933,2022
Autres produits,import,2022,2000861,5850779,2022
