produit,sens,annee,valeur,poids,edition
Autres boissons,import,2015,14622,36827,2019
Autres boissons,import,2016,15836,39262,2019
Autres boissons,import,2017,17717,48016,2019
Autres boissons,import,2018,18302,43523,2019
Autres boissons,import,2019,23339,60055,2019
Tabac brut et fabriqué,import,2015,36147,6593,2019
Tabac brut et fabriqué,import,2016,20608,4619,2019
Tabac brut et fabriqué,import,2017,28523,4764,2019
Tabac brut et fabriqué,import,2018,33172,5724,2019
Tabac brut et fabriqué,import,2019,19104,4192,2019
Huiles brutes de pétrole,import,2015,267396,989396,2019
Huiles brutes de pétrole,import,2016,245912,1159472,2019
Huiles brutes de pétrole,import,2017,302307,1199734,2019
Huiles brutes de pétrole,import,2018,380015,1125394,2019
Huiles brutes de pétrole,import,2019,236429,767522,2019
Autres produits pétroliers,import,2015,329367,1042799,2019
Autres produits pétroliers,import,2016,224209,953689,2019
Autres produits pétroliers,import,2017,288835,995633,2019
Autres produits pétroliers,import,2018,425414,1268603,2019
Autres produits pétroliers,import,2019,497110,1499650,2019
Produits chimiques organiques et inorganiques,import,2015,53026,99587,2019
Produits chimiques organiques et inorganiques,import,2016,52747,123068,2019
Produits chimiques organiques et inorganiques,import,2017,65183,156895,2019
Produits chimiques organiques et inorganiques,import,2018,63360,145639,2019
Produits chimiques organiques et inorganiques,import,2019,73666,168965,2019
Produits pharmaceutiques,import,2015,104320,10265,2019
Produits pharmaceutiques,import,2016,105218,10354,2019
Produits pharmaceutiques,import,2017,124063,12436,2019
Produits pharmaceutiques,import,2018,135865,12847,2019
Produits pharmaceutiques,import,2019,156339,15030,2019
Engrais,import,2015,22794,90456,2019
Engrais,import,2016,22506,105444,2019
Engrais,import,2017,20885,121281,2019
Engrais,import,2018,20323,109187,2019
Engrais,import,2019,33876,171070,2019
"Teinture, vernis et peinture",import,2015,5887,6118,2019
"Teinture, vernis et peinture",import,2016,5965,8989,2019
"Teinture, vernis et peinture",import,2017,7077,11673,2019
"Teinture, vernis et peinture",import,2018,9414,13378,2019
"Teinture, vernis et peinture",import,2019,10038,21757,2019
Parfumerie,import,2015,6768,9305,2019
Parfumerie,import,2016,7665,11187,2019
Parfumerie,import,2017,8808,25123,2019
Parfumerie,import,2018,7752,15522,2019
Parfumerie,import,2019,8450,16027,2019
Produits des industries parachimiques,import,2015,76344,50822,2019
Produits des industries parachimiques,import,2016,83474,60635,2019
Produits des industries parachimiques,import,2017,88387,62839,2019
Produits des industries parachimiques,import,2018,90467,78104,2019
Produits des industries parachimiques,import,2019,96778,82089,2019
Matières plastiques artificielles,import,2015,108488,118622,2019
Matières plastiques artificielles,import,2016,108621,137829,2019
Matières plastiques artificielles,import,2017,127065,151372,2019
Matières plastiques artificielles,import,2018,133884,156110,2019
Matières plastiques artificielles,import,2019,127736,166820,2019
Pneus et chambres à air,import,2015,11038,13791,2019
Pneus et chambres à air,import,2016,11249,16933,2019
Pneus et chambres à air,import,2017,12369,19657,2019
Pneus et chambres à air,import,2018,13826,21607,2019
Pneus et chambres à air,import,2019,16368,21350,2019
Bois et ouvrages,import,2015,22503,80444,2019
Bois et ouvrages,import,2016,22662,86731,2019
Bois et ouvrages,import,2017,24252,100737,2019
Bois et ouvrages,import,2018,27180,103339,2019
Bois et ouvrages,import,2019,31444,125436,2019
"Papiers, cartons et applications",import,2015,60960,97017,2019
"Papiers, cartons et applications",import,2016,56274,91752,2019
"Papiers, cartons et applications",import,2017,59821,96692,2019
"Papiers, cartons et applications",import,2018,59904,96341,2019
"Papiers, cartons et applications",import,2019,66735,108060,2019
Filés et fils textiles,import,2015,5713,4014,2019
Filés et fils textiles,import,2016,3949,4139,2019
Filés et fils textiles,import,2017,4937,5763,2019
Filés et fils textiles,import,2018,5378,6549,2019
Filés et fils textiles,import,2019,5588,6625,2019
Tissus artificiels et synthétiques,import,2015,8539,15267,2019
Tissus artificiels et synthétiques,import,2016,8079,19355,2019
Tissus artificiels et synthétiques,import,2017,7244,20124,2019
Tissus artificiels et synthétiques,import,2018,6866,16872,2019
Tissus artificiels et synthétiques,import,2019,9519,19768,2019
Tissus de coton non imprimés,import,2015,2065,2393,2019
Tissus de coton non imprimés,import,2016,1970,3044,2019
Tissus de coton non imprimés,import,2017,1723,3425,2019
Tissus de coton non imprimés,import,2018,3179,6911,2019
Tissus de coton non imprimés,import,2019,3656,6728,2019
Tissus de coton imprimés,import,2015,1278,4023,2019
Tissus de coton imprimés,import,2016,1623,4911,2019
Tissus de coton imprimés,import,2017,874,3488,2019
Tissus de coton imprimés,import,2018,1613,5354,2019
Tissus de coton imprimés,import,2019,2292,6153,2019
Autres tissus,import,2015,13287,10048,2019
Autres tissus,import,2016,6803,9090,2019
Autres tissus,import,2017,5235,10689,2019
Autres tissus,import,2018,8105,12171,2019
Autres tissus,import,2019,6938,13751,2019
Articles en tissus,import,2015,25117,33358,2019
Articles en tissus,import,2016,24164,41808,2019
Articles en tissus,import,2017,26592,50772,2019
Articles en tissus,import,2018,30243,54705,2019
Articles en tissus,import,2019,41857,60221,2019
Sacs d'emballage,import,2015,7333,4688,2019
Sacs d'emballage,import,2016,7166,4832,2019
Sacs d'emballage,import,2017,9314,6623,2019
Sacs d'emballage,import,2018,8492,5896,2019
Sacs d'emballage,import,2019,8660,64123,2019
Chaussures,import,2015,6269,7535,2019
Chaussures,import,2016,6595,10123,2019
Chaussures,import,2017,6512,14237,2019
Chaussures,import,2018,6598,12607,2019
Chaussures,import,2019,9472,13192,2019
"Pierre, céramique et verre",import,2015,36032,200552,2019
"Pierre, céramique et verre",import,2016,40500,248933,2019
"Pierre, céramique et verre",import,2017,49897,293480,2019
"Pierre, céramique et verre",import,2018,71036,361979,2019
"Pierre, céramique et verre",import,2019,64868,360860,2019
Métaux communs,import,2015,120281,337835,2019
Métaux communs,import,2016,106843,363056,2019
Métaux communs,import,2017,149331,421207,2019
Métaux communs,import,2018,181640,464531,2019
Métaux communs,import,2019,196838,493393,2019
"Tubes, tuyaux et accessoires",import,2015,28151,18872,2019
"Tubes, tuyaux et accessoires",import,2016,25385,22773,2019
"Tubes, tuyaux et accessoires",import,2017,36124,39577,2019
"Tubes, tuyaux et accessoires",import,2018,61865,97360,2019
"Tubes, tuyaux et accessoires",import,2019,63392,108381,2019
Articles de ménage et d'hygiène en métal,import,2015,2768,3151,2019
Articles de ménage et d'hygiène en métal,import,2016,3257,4434,2019
Articles de ménage et d'hygiène en métal,import,2017,9008,5759,2019
Articles de ménage et d'hygiène en métal,import,2018,3612,5469,2019
Articles de ménage et d'hygiène en métal,import,2019,9290,7567,2019
Autres ouvrages en métaux communs,import,2015,41391,29443,2019
Autres ouvrages en métaux communs,import,2016,54456,46743,2019
Autres ouvrages en métaux communs,import,2017,73580,57248,2019
Autres ouvrages en métaux communs,import,2018,96117,80908,2019
Autres ouvrages en métaux communs,import,2019,100612,64332,2019
Outillage et quincaillerie,import,2015,6075,5180,2019
Outillage et quincaillerie,import,2016,7502,7620,2019
Outillage et quincaillerie,import,2017,6871,9059,2019
Outillage et quincaillerie,import,2018,11433,9070,2019
Outillage et quincaillerie,import,2019,9146,9100,2019
Meubles et divers en métal,import,2015,6421,3720,2019
Meubles et divers en métal,import,2016,5436,4080,2019
Meubles et divers en métal,import,2017,6862,4804,2019
Meubles et divers en métal,import,2018,9384,6420,2019
Meubles et divers en métal,import,2019,10531,5885,2019
Moteurs et machines à moteurs,import,2015,66769,15660,2019
Moteurs et machines à moteurs,import,2016,44542,13989,2019
Moteurs et machines à moteurs,import,2017,31206,13053,2019
Moteurs et machines à moteurs,import,2018,30380,15175,2019
Moteurs et machines à moteurs,import,2019,52820,19070,2019
Machines et appareils pour l'agriculture,import,2015,16827,5629,2019
Machines et appareils pour l'agriculture,import,2016,26201,6522,2019
Machines et appareils pour l'agriculture,import,2017,11598,4790,2019
Machines et appareils pour l'agriculture,import,2018,26118,5525,2019
Machines et appareils pour l'agriculture,import,2019,21266,5206,2019
Machines et appareils pour industries alimentaires,import,2015,10760,2058,2019
Machines et appareils pour industries alimentaires,import,2016,14606,3960,2019
Machines et appareils pour industries alimentaires,import,2017,16062,4000,2019
Machines et appareils pour industries alimentaires,import,2018,12365,2892,2019
Machines et appareils pour industries alimentaires,import,2019,11933,2850,2019
Machines et appareils pour autres industries,import,2015,111067,31690,2019
Machines et appareils pour autres industries,import,2016,116625,33844,2019
Machines et appareils pour autres industries,import,2017,145113,41923,2019
Machines et appareils pour autres industries,import,2018,122549,39736,2019
Machines et appareils pour autres industries,import,2019,143275,46564,2019
Autres machines et appareils,import,2015,273792,89106,2019
Autres machines et appareils,import,2016,279266,81435,2019
Autres machines et appareils,import,2017,362864,108416,2019
Autres machines et appareils,import,2018,305780,97668,2019
Autres machines et appareils,import,2019,427552,120614,2019
Automobiles et cars,import,2015,92667,34392,2019
Automobiles et cars,import,2016,139437,39832,2019
Automobiles et cars,import,2017,118353,39873,2019
Automobiles et cars,import,2018,126157,45857,2019
Automobiles et cars,import,2019,120079,49755,2019
Camions et camionnettes,import,2015,61463,24139,2019
Camions et camionnettes,import,2016,54527,22662,2019
Camions et camionnettes,import,2017,62682,25616,2019
Camions et camionnettes,import,2018,67229,27859,2019
Camions et camionnettes,import,2019,65160,30782,2019
Pièces détachées automobiles,import,2015,20622,11022,2019
Pièces détachées automobiles,import,2016,21174,14008,2019
Pièces détachées automobiles,import,2017,16569,17336,2019
Pièces détachées automobiles,import,2018,19352,20728,2019
Pièces détachées automobiles,import,2019,23326,23993,2019
Autres véhicules terrestres,import,2015,58336,39363,2019
Autres véhicules terrestres,import,2016,58370,41932,2019
Autres véhicules terrestres,import,2017,104586,57646,2019
Autres véhicules terrestres,import,2018,106974,62760,2019
Autres véhicules terrestres,import,2019,199836,72702,2019
Autres matériels de transport,import,2015,15444,3598,2019
Autres matériels de transport,import,2016,16488,1573,2019
Autres matériels de transport,import,2017,21164,2437,2019
Autres matériels de transport,import,2018,68274,14278,2019
Autres matériels de transport,import,2019,55909,20992,2019
"Optique, horlogerie et matériel scientifique",import,2015,33837,3561,2019
"Optique, horlogerie et matériel scientifique",import,2016,37414,4787,2019
"Optique, horlogerie et matériel scientifique",import,2017,51671,5225,2019
"Optique, horlogerie et matériel scientifique",import,2018,37588,4933,2019
"Optique, horlogerie et matériel scientifique",import,2019,48131,7746,2019
Autres produits,import,2015,318703,1416730,2019
Autres produits,import,2016,332718,1900694,2019
Autres produits,import,2017,388308,2167732,2019
Autres produits,import,2018,481738,3016285,2019
Autres produits,import,2019,490855,2707727,2019
