produit,sens,annee,valeur,poids,edition
Fruits et légumes comestibles,import,2020,69557,372216,2021
Fruits et légumes comestibles,import,2021,66508,336976,2021
Café,import,2017,1902,9062,2021
Café,import,2018,2987,8279,2021
Café,import,2019,2193,5031,2021
Café,import,2020,2680,7437,2021
Café,import,2021,2902,7632,2021
Thé,import,2017,4402,7234,2021
Thé,import,2018,6124,11118,2021
Thé,import,2019,3818,7051,2021
Thé,import,2020,2831,5849,2021
Thé,import,2021,3655,6605,2021
Froment et méteil,import,2017,88994,646074,2021
Froment et méteil,import,2018,87925,608520,2021
Froment et méteil,import,2019,108244,706642,2021
Froment et méteil,import,2020,110388,693996,2021
Froment et méteil,import,2021,149256,753807,2021
Maïs,import,2017,34222,289342,2021
Maïs,import,2018,46004,381081,2021
Maïs,import,2019,42462,358081,2021
Maïs,import,2020,41978,323439,2021
Maïs,import,2021,68534,398517,2021
Riz,import,2017,251964,1181326,2021
Riz,import,2018,270177,1285826,2021
Riz,import,2019,201063,893020,2021
Riz,import,2020,246176,1127023,2021
Riz,import,2021,262426,1194004,2021
Mil et sorgho,import,2017,3875,9762,2021
Mil et sorgho,import,2018,3630,10159,2021
Mil et sorgho,import,2019,3459,11425,2021
Mil et sorgho,import,2020,3527,11263,2021
Mil et sorgho,import,2021,4692,14327,2021
Autres céréales,import,2017,18,52,2021
Autres céréales,import,2018,12,54,2021
Autres céréales,import,2019,13,22,2021
Autres céréales,import,2020,39,49,2021
Autres céréales,import,2021,11,13,2021
Huiles et graisses animales et végétales,import,2017,106823,257267,2021
Huiles et graisses animales et végétales,import,2018,92564,207565,2021
Huiles et graisses animales et végétales,import,2019,99097,206694,2021
Huiles et graisses animales et végétales,import,2020,142635,276112,2021
Huiles et graisses animales et végétales,import,2021,123804,225294,2021
Conserves de viande et de poisson,import,2017,2166,2076,2021
Conserves de viande et de poisson,import,2018,2321,1946,2021
Conserves de viande et de poisson,import,2019,2728,2438,2021
Conserves de viande et de poisson,import,2020,2885,2448,2021
Conserves de viande et de poisson,import,2021,2848,3459,2021
Sucres bruts et raffinés,import,2017,66625,227479,2021
Sucres bruts et raffinés,import,2018,26018,95469,2021
Sucres bruts et raffinés,import,2019,26748,97603,2021
Sucres bruts et raffinés,import,2020,52085,180252,2021
Sucres bruts et raffinés,import,2021,42646,125395,2021
Autres produits sucrés,import,2017,7987,17269,2021
Autres produits sucrés,import,2018,7556,15411,2021
Autres produits sucrés,import,2019,9182,16648,2021
Autres produits sucrés,import,2020,10105,18098,2021
Autres produits sucrés,import,2021,9451,14361,2021
Conserves de fruits et légumes,import,2017,21536,49114,2021
Conserves de fruits et légumes,import,2018,18512,44028,2021
Conserves de fruits et légumes,import,2019,22659,45974,2021
Conserves de fruits et légumes,import,2020,25773,47999,2021
Conserves de fruits et légumes,import,2021,22575,43626,2021
Vins et vermouths,import,2017,2082,1245,2021
Vins et vermouths,import,2018,2144,1258,2021
Vins et vermouths,import,2019,2150,1536,2021
Vins et vermouths,import,2020,1550,1426,2021
Vins et vermouths,import,2021,2247,1741,2021
Autres boissons,import,2017,20254,51956,2021
Autres boissons,import,2018,20573,48157,2021
Autres boissons,import,2019,27022,67448,2021
Autres boissons,import,2020,30036,72080,2021
Autres boissons,import,2021,33758,86169,2021
Tabac brut et fabriqué,import,2017,29789,4919,2021
Tabac brut et fabriqué,import,2018,32323,5514,2021
Tabac brut et fabriqué,import,2019,20103,4327,2021
Tabac brut et fabriqué,import,2020,22174,3880,2021
Tabac brut et fabriqué,import,2021,16513,4027,2021
Huiles brutes de pétrole,import,2017,301965,1198397,2021
Huiles brutes de pétrole,import,2018,378633,1120937,2021
Huiles brutes de pétrole,import,2019,236429,767522,2021
Huiles brutes de pétrole,import,2020,253816,1025398,2021
Huiles brutes de pétrole,import,2021,284625,1023899,2021
Autres produits pétroliers,import,2017,523767,1807321,2021
Autres produits pétroliers,import,2018,819804,2382455,2021
Autres produits pétroliers,import,2019,957506,2866871,2021
Autres produits pétroliers,import,2020,753548,3124671,2021
Autres produits pétroliers,import,2021,1023104,3096895,2021
Produits chimiques organiques et inorganiques,import,2017,64718,154897,2021
Produits chimiques organiques et inorganiques,import,2018,66522,149642,2021
Produits chimiques organiques et inorganiques,import,2019,74352,170835,2021
Produits chimiques organiques et inorganiques,import,2020,75997,187430,2021
Produits chimiques organiques et inorganiques,import,2021,85760,179950,2021
Produits pharmaceutiques,import,2017,124283,12642,2021
Produits pharmaceutiques,import,2018,135901,12881,2021
Produits pharmaceutiques,import,2019,156588,15514,2021
Produits pharmaceutiques,import,2020,162767,15535,2021
Produits pharmaceutiques,import,2021,189008,17177,2021
Engrais,import,2017,22044,130984,2021
Engrais,import,2018,22116,117726,2021
Engrais,import,2019,33735,170287,2021
Engrais,import,2020,33918,193543,2021
Engrais,import,2021,23739,87785,2021
"Teinture, vernis et peinture",import,2017,7758,11849,2021
"Teinture, vernis et peinture",import,2018,10339,13566,2021
"Teinture, vernis et peinture",import,2019,10295,21816,2021
"Teinture, vernis et peinture",import,2020,9754,22615,2021
"Teinture, vernis et peinture",import,2021,16195,29694,2021
Parfumerie,import,2017,9926,25169,2021
Parfumerie,import,2018,10338,15763,2021
Parfumerie,import,2019,9959,16188,2021
Parfumerie,import,2020,9541,18189,2021
Parfumerie,import,2021,11207,20065,2021
Produits des industries parachimiques,import,2017,75716,57612,2021
Produits des industries parachimiques,import,2018,79717,73108,2021
Produits des industries parachimiques,import,2019,88996,83081,2021
Produits des industries parachimiques,import,2020,90297,77393,2021
Produits des industries parachimiques,import,2021,103961,80799,2021
Matières plastiques artificielles,import,2017,126182,149050,2021
Matières plastiques artificielles,import,2018,135974,157110,2021
Matières plastiques artificielles,import,2019,130500,170068,2021
Matières plastiques artificielles,import,2020,131516,166618,2021
Matières plastiques artificielles,import,2021,173074,181258,2021
Pneus et chambres à air,import,2017,13794,20242,2021
Pneus et chambres à air,import,2018,15574,22352,2021
Pneus et chambres à air,import,2019,18573,22165,2021
Pneus et chambres à air,import,2020,23423,26167,2021
Pneus et chambres à air,import,2021,21370,27724,2021
Bois et ouvrages,import,2017,24258,100713,2021
Bois et ouvrages,import,2018,27612,105099,2021
Bois et ouvrages,import,2019,31305,125240,2021
Bois et ouvrages,import,2020,26600,110439,2021
Bois et ouvrages,import,2021,29551,119920,2021
"Papiers, cartons et applications",import,2017,62501,99029,2021
"Papiers, cartons et applications",import,2018,62672,98502,2021
"Papiers, cartons et applications",import,2019,68364,109090,2021
"Papiers, cartons et applications",import,2020,71048,137430,2021
"Papiers, cartons et applications",import,2021,82542,146892,2021
Filés et fils textiles,import,2017,4974,5789,2021
Filés et fils textiles,import,2018,5392,6542,2021
Filés et fils textiles,import,2019,5816,6770,2021
Filés et fils textiles,import,2020,4787,4740,2021
Filés et fils textiles,import,2021,5925,6273,2021
Tissus artificiels et synthétiques,import,2017,7306,20176,2021
Tissus artificiels et synthétiques,import,2018,7255,17338,2021
Tissus artificiels et synthétiques,import,2019,9308,19540,2021
Tissus artificiels et synthétiques,import,2020,7112,15862,2021
Tissus artificiels et synthétiques,import,2021,8097,24242,2021
Tissus de coton non imprimés,import,2017,1700,3419,2021
Tissus de coton non imprimés,import,2018,3257,6914,2021
Tissus de coton non imprimés,import,2019,3623,6731,2021
Tissus de coton non imprimés,import,2020,3378,5414,2021
Tissus de coton non imprimés,import,2021,4391,5980,2021
Tissus de coton imprimés,import,2017,874,3488,2021
Tissus de coton imprimés,import,2018,1613,5354,2021
Tissus de coton imprimés,import,2019,2292,6153,2021
Tissus de coton imprimés,import,2020,1491,4032,2021
Tissus de coton imprimés,import,2021,1064,3502,2021
Autres tissus,import,2017,5358,10753,2021
Autres tissus,import,2018,8110,12169,2021
Autres tissus,import,2019,6967,13773,2021
Autres tissus,import,2020,11474,13876,2021
Autres tissus,import,2021,11158,19469,2021
Articles en tissus,import,2017,26693,50825,2021
Articles en tissus,import,2018,31111,56779,2021
Articles en tissus,import,2019,42359,60511,2021
Articles en tissus,import,2020,40142,67419,2021
Articles en tissus,import,2021,46128,91297,2021
Sacs d'emballage,import,2017,10201,7130,2021
Sacs d'emballage,import,2018,9461,6502,2021
Sacs d'emballage,import,2019,7992,63709,2021
Sacs d'emballage,import,2020,7733,4658,2021
Sacs d'emballage,import,2021,8418,5023,2021
Chaussures,import,2017,6500,14235,2021
Chaussures,import,2018,6634,12612,2021
Chaussures,import,2019,9419,13099,2021
Chaussures,import,2020,9148,15177,2021
Chaussures,import,2021,10659,21382,2021
"Pierre, céramique et verre",import,2017,50167,295081,2021
"Pierre, céramique et verre",import,2018,71252,364513,2021
"Pierre, céramique et verre",import,2019,65264,362465,2021
"Pierre, céramique et verre",import,2020,56292,327472,2021
"Pierre, céramique et verre",import,2021,70555,390356,2021
Métaux communs,import,2017,159907,442753,2021
Métaux communs,import,2018,207959,533831,2021
Métaux communs,import,2019,219494,569414,2021
Métaux communs,import,2020,189890,520052,2021
Métaux communs,import,2021,279285,660210,2021
"Tubes, tuyaux et accessoires",import,2017,38640,47354,2021
"Tubes, tuyaux et accessoires",import,2018,66184,106413,2021
"Tubes, tuyaux et accessoires",import,2019,66018,115744,2021
"Tubes, tuyaux et accessoires",import,2020,32989,50505,2021
"Tubes, tuyaux et accessoires",import,2021,66058,57462,2021
Articles de ménage et d'hygiène en métal,import,2017,9140,5929,2021
Articles de ménage et d'hygiène en métal,import,2018,3720,5421,2021
Articles de ménage et d'hygiène en métal,import,2019,9170,7521,2021
Articles de ménage et d'hygiène en métal,import,2020,8453,6981,2021
Articles de ménage et d'hygiène en métal,import,2021,5858,8303,2021
Autres ouvrages en métaux communs,import,2017,73723,57293,2021
Autres ouvrages en métaux communs,import,2018,96731,81469,2021
Autres ouvrages en métaux communs,import,2019,100563,64213,2021
Autres ouvrages en métaux communs,import,2020,91807,75665,2021
Autres ouvrages en métaux communs,import,2021,112893,77882,2021
Outillage et quincaillerie,import,2017,10147,9242,2021
Outillage et quincaillerie,import,2018,12038,9258,2021
Outillage et quincaillerie,import,2019,9463,9271,2021
Outillage et quincaillerie,import,2020,9021,11598,2021
Outillage et quincaillerie,import,2021,10217,13512,2021
Meubles et divers en métal,import,2017,6759,4727,2021
Meubles et divers en métal,import,2018,9583,6487,2021
Meubles et divers en métal,import,2019,10334,5800,2021
Meubles et divers en métal,import,2020,11646,5532,2021
Meubles et divers en métal,import,2021,10566,6824,2021
Moteurs et machines à moteurs,import,2017,32005,13064,2021
Moteurs et machines à moteurs,import,2018,30924,15219,2021
Moteurs et machines à moteurs,import,2019,54274,19160,2021
Moteurs et machines à moteurs,import,2020,58695,20971,2021
Moteurs et machines à moteurs,import,2021,47115,23306,2021
Machines et appareils pour l'agriculture,import,2017,11230,4686,2021
Machines et appareils pour l'agriculture,import,2018,26798,5664,2021
Machines et appareils pour l'agriculture,import,2019,21135,5182,2021
Machines et appareils pour l'agriculture,import,2020,10459,4161,2021
Machines et appareils pour l'agriculture,import,2021,12250,5296,2021
Machines et appareils pour industries alimentaires,import,2017,16215,3996,2021
Machines et appareils pour industries alimentaires,import,2018,11910,2887,2021
Machines et appareils pour industries alimentaires,import,2019,12047,2868,2021
Machines et appareils pour industries alimentaires,import,2020,11289,2399,2021
Machines et appareils pour industries alimentaires,import,2021,10600,2542,2021
Machines et appareils pour autres industries,import,2017,145112,40886,2021
Machines et appareils pour autres industries,import,2018,121409,39046,2021
Machines et appareils pour autres industries,import,2019,143200,46580,2021
Machines et appareils pour autres industries,import,2020,119061,41292,2021
Machines et appareils pour autres industries,import,2021,162991,47671,2021
Autres machines et appareils,import,2017,367973,109111,2021
Autres machines et appareils,import,2018,312288,99258,2021
Autres machines et appareils,import,2019,428035,118951,2021
Autres machines et appareils,import,2020,404745,128306,2021
Autres machines et appareils,import,2021,448089,139060,2021
Automobiles et cars,import,2017,121009,40172,2021
Automobiles et cars,import,2018,133805,46881,2021
Automobiles et cars,import,2019,124921,50366,2021
Automobiles et cars,import,2020,107484,50261,2021
Automobiles et cars,import,2021,142547,65082,2021
Camions et camionnettes,import,2017,67491,26229,2021
Camions et camionnettes,import,2018,72098,29656,2021
Camions et camionnettes,import,2019,65038,30028,2021
Camions et camionnettes,import,2020,49830,23782,2021
Camions et camionnettes,import,2021,69052,28901,2021
Pièces détachées automobiles,import,2017,16479,17334,2021
Pièces détachées automobiles,import,2018,19814,20742,2021
Pièces détachées automobiles,import,2019,23422,24021,2021
Pièces détachées automobiles,import,2020,19496,22211,2021
Pièces détachées automobiles,import,2021,27115,27845,2021
Autres véhicules terrestres,import,2017,102407,56611,2021
Autres véhicules terrestres,import,2018,106039,62064,2021
Autres véhicules terrestres,import,2019,198583,71839,2021
Autres véhicules terrestres,import,2020,127934,68891,2021
Autres véhicules terrestres,import,2021,125628,82650,2021
Autres matériels de transport,import,2017,21351,3066,2021
Autres matériels de transport,import,2018,67359,14184,2021
Autres matériels de transport,import,2019,56170,21060,2021
Autres matériels de transport,import,2020,37395,12484,2021
Autres matériels de transport,import,2021,25016,3454,2021
"Optique, horlogerie et matériel scientifique",import,2017,51850,5267,2021
"Optique, horlogerie et matériel scientifique",import,2018,38609,4985,2021
"Optique, horlogerie et matériel scientifique",import,2019,48528,7767,2021
"Optique, horlogerie et matériel scientifique",import,2020,68698,7285,2021
"Optique, horlogerie et matériel scientifique",import,2021,87408,8670,2021
Autres produits,import,2017,440428,2169304,2021
Autres produits,import,2018,524133,3045147,2021
Autres produits,import,2019,534746,2753097,2021
Autres produits,import,2020,538369,3199761,2021
Autres produits,import,2021,661440,3978524,2021
