pays,region,sens,annee,valeur,poids,edition
ROUMANIE,Union européenne,export,2022,105,95,2023
ROUMANIE,Union européenne,export,2023,53,130,2023
ROYAUME UNI,Union européenne,export,2019,36608,104815,2023
ROYAUME UNI,Union européenne,export,2020,36181,81428,2023
ROYAUME UNI,Union européenne,export,2021,40863,108991,2023
ROYAUME UNI,Union européenne,export,2022,45762,128514,2023
ROYAUME UNI,Union européenne,export,2023,58614,137071,2023
SLOVENIE,Union européenne,export,2019,23,25,2023
SLOVENIE,Union européenne,export,2020,21,0,2023
SLOVENIE,Union européenne,export,2021,,,2023
SLOVENIE,Union européenne,export,2022,39,57,2023
SLOVENIE,Union européenne,export,2023,34,22,2023
SUEDE,Union européenne,export,2019,3387,36348,2023
SUEDE,Union européenne,export,2020,45,35,2023
SUEDE,Union européenne,export,2021,4744,18,2023
SUEDE,Union européenne,export,2022,201,205,2023
SUEDE,Union européenne,export,2023,91,136,2023
ALBANIE,Autres pays d'Europe,export,2019,190,166,2023
ALBANIE,Autres pays d'Europe,export,2020,807,307,2023
ALBANIE,Autres pays d'Europe,export,2021,202,183,2023
ALBANIE,Autres pays d'Europe,export,2022,34,26,2023
ALBANIE,Autres pays d'Europe,export,2023,775,661,2023
ANDORRE,Autres pays d'Europe,export,2019,,,2023
ANDORRE,Autres pays d'Europe,export,2020,,,2023
ANDORRE,Autres pays d'Europe,export,2021,,,2023
ANDORRE,Autres pays d'Europe,export,2022,17,20,2023
ANDORRE,Autres pays d'Europe,export,2023,,,2023
ARMENIE,Autres pays d'Europe,export,2019,0,1,2023
ARMENIE,Autres pays d'Europe,export,2020,,,2023
ARMENIE,Autres pays d'Europe,export,2021,,,2023
ARMENIE,Autres pays d'Europe,export,2022,374,1955,2023
ARMENIE,Autres pays d'Europe,export,2023,3,1,2023
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2019,,,2023
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2020,,,2023
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2021,,,2023
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2022,,,2023
BOSNIE-HERZEGOVINE,Autres pays d'Europe,export,2023,24,22,2023
GIBRALTAR,Autres pays d'Europe,export,2019,,,2023
GIBRALTAR,Autres pays d'Europe,export,2020,23,27,2023
GIBRALTAR,Autres pays d'Europe,export,2021,,,2023
GIBRALTAR,Autres pays d'Europe,export,2022,,,2023
GIBRALTAR,Autres pays d'Europe,export,2023,,,2023
HELGOLAND,Autres pays d'Europe,export,2019,18,25,2023
HELGOLAND,Autres pays d'Europe,export,2020,2,3,2023
HELGOLAND,Autres pays d'Europe,export,2021,,,2023
HELGOLAND,Autres pays d'Europe,export,2022,15,0,2023
HELGOLAND,Autres pays d'Europe,export,2023,,,2023
ISLANDE,Autres pays d'Europe,export,2019,67,9,2023
ISLANDE,Autres pays d'Europe,export,2020,480,294,2023
ISLANDE,Autres pays d'Europe,export,2021,531,80,2023
ISLANDE,Autres pays d'Europe,export,2022,503,70,2023
ISLANDE,Autres pays d'Europe,export,2023,1980,286,2023
MONTENEGRO,Autres pays d'Europe,export,2019,869,979,2023
MONTENEGRO,Autres pays d'Europe,export,2020,,,2023
MONTENEGRO,Autres pays d'Europe,export,2021,42,108,2023
MONTENEGRO,Autres pays d'Europe,export,2022,383,310,2023
MONTENEGRO,Autres pays d'Europe,export,2023,179,52,2023
NORVEGE,Autres pays d'Europe,export,2019,11821,137104,2023
NORVEGE,Autres pays d'Europe,export,2020,31781,303586,2023
NORVEGE,Autres pays d'Europe,export,2021,42127,344141,2023
NORVEGE,Autres pays d'Europe,export,2022,61213,297922,2023
NORVEGE,Autres pays d'Europe,export,2023,31776,159008,2023
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2019,62,5,2023
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2020,24,41,2023
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2021,,,2023
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2022,46,4,2023
REPUBLIQUE D'AZERBADJAN,Autres pays d'Europe,export,2023,7,2,2023
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2019,512,2258,2023
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2020,1101,2565,2023
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2021,2784,6304,2023
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2022,3960,14219,2023
REPUBLIQUE D'UKRAINE,Autres pays d'Europe,export,2023,2013,6440,2023
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2019,,,2023
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2020,,,2023
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2021,,,2023
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2022,,,2023
REPUBLIQUE DE BIELORUSSIE,Autres pays d'Europe,export,2023,161,203,2023
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2019,184,245,2023
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2020,118,98,2023
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2021,262,116,2023
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2022,321,76,2023
REPUBLIQUE DE GEORGIE,Autres pays d'Europe,export,2023,185,61,2023
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2019,,,2023
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2020,,,2023
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2021,0,0,2023
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2022,,,2023
REPUBLIQUE DE KAZAKSTAN,Autres pays d'Europe,export,2023,5,2,2023
RUSSIE,Autres pays d'Europe,export,2019,3619,24236,2023
RUSSIE,Autres pays d'Europe,export,2020,78,260,2023
RUSSIE,Autres pays d'Europe,export,2021,269,616,2023
RUSSIE,Autres pays d'Europe,export,2022,1,0,2023
RUSSIE,Autres pays d'Europe,export,2023,16,19,2023
SUISSE,Autres pays d'Europe,export,2019,359241,99059,2023
SUISSE,Autres pays d'Europe,export,2020,279599,58075,2023
SUISSE,Autres pays d'Europe,export,2021,414789,164586,2023
SUISSE,Autres pays d'Europe,export,2022,414439,18684,2023
SUISSE,Autres pays d'Europe,export,2023,391549,87579,2023
TRIESTE,Autres pays d'Europe,export,2019,11,7,2023
TRIESTE,Autres pays d'Europe,export,2020,0,0,2023
TRIESTE,Autres pays d'Europe,export,2021,127,206,2023
TRIESTE,Autres pays d'Europe,export,2022,570,541,2023
TRIESTE,Autres pays d'Europe,export,2023,,,2023
TURQUIE,Autres pays d'Europe,export,2019,4236,5080,2023
TURQUIE,Autres pays d'Europe,export,2020,5242,6794,2023
TURQUIE,Autres pays d'Europe,export,2021,2835,5309,2023
TURQUIE,Autres pays d'Europe,export,2022,9233,10063,2023
TURQUIE,Autres pays d'Europe,export,2023,9261,8032,2023
BURUNDI,Afrique centrale,export,2019,78,74,2023
BURUNDI,Afrique centrale,export,2020,51,46,2023
BURUNDI,Afrique centrale,export,2021,148,138,2023
BURUNDI,Afrique centrale,export,2022,93,156,2023
BURUNDI,Afrique centrale,export,2023,195,181,2023
CAMEROUN,Afrique centrale,export,2019,17680,27922,2023
CAMEROUN,Afrique centrale,export,2020,17297,29557,2023
CAMEROUN,Afrique centrale,export,2021,15049,22723,2023
CAMEROUN,Afrique centrale,export,2022,18793,21773,2023
CAMEROUN,Afrique centrale,export,2023,20547,23336,2023
CENTRE AFRIQUE,Afrique centrale,export,2019,3979,1137,2023
CENTRE AFRIQUE,Afrique centrale,export,2020,4497,1868,2023
CENTRE AFRIQUE,Afrique centrale,export,2021,2269,795,2023
CENTRE AFRIQUE,Afrique centrale,export,2022,1088,762,2023
CENTRE AFRIQUE,Afrique centrale,export,2023,3115,31,2023
CONGO,Afrique centrale,export,2019,22503,10795,2023
CONGO,Afrique centrale,export,2020,15745,11580,2023
CONGO,Afrique centrale,export,2021,20733,11523,2023
CONGO,Afrique centrale,export,2022,10780,11122,2023
CONGO,Afrique centrale,export,2023,10209,9104,2023
CONGO DEMOCRATIQUE,Afrique centrale,export,2019,1443,1354,2023
CONGO DEMOCRATIQUE,Afrique centrale,export,2020,1992,1441,2023
CONGO DEMOCRATIQUE,Afrique centrale,export,2021,1704,950,2023
CONGO DEMOCRATIQUE,Afrique centrale,export,2022,2139,3754,2023
CONGO DEMOCRATIQUE,Afrique centrale,export,2023,3108,1451,2023
GABON,Afrique centrale,export,2019,5965,6058,2023
GABON,Afrique centrale,export,2020,3513,3823,2023
GABON,Afrique centrale,export,2021,8932,6753,2023
GABON,Afrique centrale,export,2022,9950,6688,2023
GABON,Afrique centrale,export,2023,9530,6238,2023
GUINEE EQUATORIALE,Afrique centrale,export,2019,2699,901,2023
GUINEE EQUATORIALE,Afrique centrale,export,2020,2403,800,2023
GUINEE EQUATORIALE,Afrique centrale,export,2021,2501,933,2023
GUINEE EQUATORIALE,Afrique centrale,export,2022,2424,1126,2023
GUINEE EQUATORIALE,Afrique centrale,export,2023,2626,1143,2023
RWANDA,Afrique centrale,export,2019,2,0,2023
RWANDA,Afrique centrale,export,2020,37,6,2023
RWANDA,Afrique centrale,export,2021,6,2,2023
RWANDA,Afrique centrale,export,2022,171,61,2023
RWANDA,Afrique centrale,export,2023,121,15,2023
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2019,,,2023
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2020,,,2023
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2021,,,2023
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2022,21,3,2023
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2023,71,9,2023
TCHAD,Afrique centrale,export,2019,8187,2730,2023
TCHAD,Afrique centrale,export,2020,4100,2626,2023
TCHAD,Afrique centrale,export,2021,4794,3274,2023
TCHAD,Afrique centrale,export,2022,1803,1290,2023
TCHAD,Afrique centrale,export,2023,3882,2869,2023
ALGERIE,Afrique du Nord,export,2019,151,94,2023
ALGERIE,Afrique du Nord,export,2020,400,506,2023
ALGERIE,Afrique du Nord,export,2021,403,112,2023
ALGERIE,Afrique du Nord,export,2022,362,454,2023
ALGERIE,Afrique du Nord,export,2023,677,849,2023
EGYPTE,Afrique du Nord,export,2019,253,788,2023
EGYPTE,Afrique du Nord,export,2020,474,1893,2023
EGYPTE,Afrique du Nord,export,2021,847,1208,2023
EGYPTE,Afrique du Nord,export,2022,617,2603,2023
EGYPTE,Afrique du Nord,export,2023,526,2805,2023
LIBYE,Afrique du Nord,export,2019,36,60,2023
LIBYE,Afrique du Nord,export,2020,3,12,2023
LIBYE,Afrique du Nord,export,2021,,,2023
LIBYE,Afrique du Nord,export,2022,,,2023
LIBYE,Afrique du Nord,export,2023,,,2023
MAROC,Afrique du Nord,export,2019,7262,4798,2023
MAROC,Afrique du Nord,export,2020,6262,3848,2023
MAROC,Afrique du Nord,export,2021,6814,5029,2023
MAROC,Afrique du Nord,export,2022,11300,9500,2023
MAROC,Afrique du Nord,export,2023,19550,13891,2023
SOUDAN,Afrique du Nord,export,2019,436,371,2023
SOUDAN,Afrique du Nord,export,2020,688,593,2023
SOUDAN,Afrique du Nord,export,2021,523,548,2023
SOUDAN,Afrique du Nord,export,2022,563,430,2023
SOUDAN,Afrique du Nord,export,2023,619,340,2023
TUNISIE,Afrique du Nord,export,2019,2360,3444,2023
TUNISIE,Afrique du Nord,export,2020,1292,1977,2023
TUNISIE,Afrique du Nord,export,2021,1588,2710,2023
TUNISIE,Afrique du Nord,export,2022,6849,6841,2023
TUNISIE,Afrique du Nord,export,2023,5204,4838,2023
BENIN,Afrique occidentale,export,2019,12050,33743,2023
BENIN,Afrique occidentale,export,2020,9905,44176,2023
BENIN,Afrique occidentale,export,2021,14981,28004,2023
BENIN,Afrique occidentale,export,2022,16944,47033,2023
BENIN,Afrique occidentale,export,2023,18789,38863,2023
BURKINA FASO,Afrique occidentale,export,2019,38039,85251,2023
BURKINA FASO,Afrique occidentale,export,2020,29978,85511,2023
BURKINA FASO,Afrique occidentale,export,2021,36813,94370,2023
BURKINA FASO,Afrique occidentale,export,2022,35338,104062,2023
BURKINA FASO,Afrique occidentale,export,2023,36594,105110,2023
COTE D'IVOIRE,Afrique occidentale,export,2019,91948,287310,2023
COTE D'IVOIRE,Afrique occidentale,export,2020,110319,310871,2023
COTE D'IVOIRE,Afrique occidentale,export,2021,120570,317948,2023
COTE D'IVOIRE,Afrique occidentale,export,2022,114383,292657,2023
COTE D'IVOIRE,Afrique occidentale,export,2023,105740,239140,2023
GAMBIE,Afrique occidentale,export,2019,45418,403456,2023
GAMBIE,Afrique occidentale,export,2020,64554,446548,2023
GAMBIE,Afrique occidentale,export,2021,88257,893419,2023
GAMBIE,Afrique occidentale,export,2022,110719,967383,2023
GAMBIE,Afrique occidentale,export,2023,112810,1045255,2023
GHANA,Afrique occidentale,export,2019,6248,9893,2023
GHANA,Afrique occidentale,export,2020,8830,10370,2023
GHANA,Afrique occidentale,export,2021,14098,14727,2023
GHANA,Afrique occidentale,export,2022,21275,18781,2023
GHANA,Afrique occidentale,export,2023,10440,15489,2023
GUINEE BISSAU,Afrique occidentale,export,2019,38374,87853,2023
GUINEE BISSAU,Afrique occidentale,export,2020,32876,71812,2023
GUINEE BISSAU,Afrique occidentale,export,2021,41356,95056,2023
GUINEE BISSAU,Afrique occidentale,export,2022,55201,108257,2023
GUINEE BISSAU,Afrique occidentale,export,2023,95442,80523,2023
GUINEE REPUBLIQUE,Afrique occidentale,export,2019,78817,134366,2023
GUINEE REPUBLIQUE,Afrique occidentale,export,2020,85381,163055,2023
GUINEE REPUBLIQUE,Afrique occidentale,export,2021,80474,139127,2023
GUINEE REPUBLIQUE,Afrique occidentale,export,2022,113782,210469,2023
GUINEE REPUBLIQUE,Afrique occidentale,export,2023,93498,151295,2023
ILES DU CAP VERT,Afrique occidentale,export,2019,1656,817,2023
ILES DU CAP VERT,Afrique occidentale,export,2020,1061,508,2023
ILES DU CAP VERT,Afrique occidentale,export,2021,1237,768,2023
ILES DU CAP VERT,Afrique occidentale,export,2022,2508,1647,2023
ILES DU CAP VERT,Afrique occidentale,export,2023,2384,1548,2023
LIBERIA,Afrique occidentale,export,2019,1699,2017,2023
LIBERIA,Afrique occidentale,export,2020,1782,2450,2023
LIBERIA,Afrique occidentale,export,2021,2302,2222,2023
LIBERIA,Afrique occidentale,export,2022,1675,1270,2023
LIBERIA,Afrique occidentale,export,2023,1661,1490,2023
MALI,Afrique occidentale,export,2019,562138,2984417,2023
MALI,Afrique occidentale,export,2020,474811,2946232,2023
MALI,Afrique occidentale,export,2021,582550,3047680,2023
MALI,Afrique occidentale,export,2022,708794,2200547,2023
MALI,Afrique occidentale,export,2023,739014,2711636,2023
MAURITANIE,Afrique occidentale,export,2019,39741,65005,2023
MAURITANIE,Afrique occidentale,export,2020,40810,62845,2023
MAURITANIE,Afrique occidentale,export,2021,51482,83581,2023
MAURITANIE,Afrique occidentale,export,2022,59286,114922,2023
MAURITANIE,Afrique occidentale,export,2023,50342,92296,2023
NIGER,Afrique occidentale,export,2019,8967,104364,2023
NIGER,Afrique occidentale,export,2020,11761,27193,2023
NIGER,Afrique occidentale,export,2021,12968,15137,2023
NIGER,Afrique occidentale,export,2022,13602,16512,2023
NIGER,Afrique occidentale,export,2023,10687,22297,2023
NIGERIA,Afrique occidentale,export,2019,14995,17250,2023
NIGERIA,Afrique occidentale,export,2020,13722,15794,2023
NIGERIA,Afrique occidentale,export,2021,12211,13597,2023
NIGERIA,Afrique occidentale,export,2022,16396,20692,2023
NIGERIA,Afrique occidentale,export,2023,22484,19174,2023
SIERRA LEONE,Afrique occidentale,export,2019,8385,15789,2023
SIERRA LEONE,Afrique occidentale,export,2020,6986,13554,2023
SIERRA LEONE,Afrique occidentale,export,2021,4459,10025,2023
SIERRA LEONE,Afrique occidentale,export,2022,7884,17706,2023
SIERRA LEONE,Afrique occidentale,export,2023,5861,32821,2023
TOGO,Afrique occidentale,export,2019,16747,40193,2023
TOGO,Afrique occidentale,export,2020,11032,10547,2023
TOGO,Afrique occidentale,export,2021,14821,12509,2023
TOGO,Afrique occidentale,export,2022,52358,16056,2023
TOGO,Afrique occidentale,export,2023,16814,11896,2023
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2019,1088,1052,2023
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2020,92,71,2023
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2021,504,635,2023
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2022,324,344,2023
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2023,270,154,2023
ANGOLA,Afrique orientale et du Sud,export,2019,432,548,2023
ANGOLA,Afrique orientale et du Sud,export,2020,713,798,2023
ANGOLA,Afrique orientale et du Sud,export,2021,467,428,2023
ANGOLA,Afrique orientale et du Sud,export,2022,1232,576,2023
ANGOLA,Afrique orientale et du Sud,export,2023,1613,579,2023
BOTSWANA,Afrique orientale et du Sud,export,2019,208,343,2023
BOTSWANA,Afrique orientale et du Sud,export,2020,0,0,2023
BOTSWANA,Afrique orientale et du Sud,export,2021,153,307,2023
BOTSWANA,Afrique orientale et du Sud,export,2022,127,234,2023
BOTSWANA,Afrique orientale et du Sud,export,2023,74,1,2023
COMORES ILE,Afrique orientale et du Sud,export,2019,14,2,2023
COMORES ILE,Afrique orientale et du Sud,export,2020,10,24,2023
COMORES ILE,Afrique orientale et du Sud,export,2021,7,1,2023
COMORES ILE,Afrique orientale et du Sud,export,2022,1,0,2023
COMORES ILE,Afrique orientale et du Sud,export,2023,62,19,2023
DJIBOUTI,Afrique orientale et du Sud,export,2019,4,0,2023
DJIBOUTI,Afrique orientale et du Sud,export,2020,1,0,2023
DJIBOUTI,Afrique orientale et du Sud,export,2021,21,58,2023
DJIBOUTI,Afrique orientale et du Sud,export,2022,1,1,2023
DJIBOUTI,Afrique orientale et du Sud,export,2023,3,1,2023
ETHIOPIE,Afrique orientale et du Sud,export,2019,995,1035,2023
ETHIOPIE,Afrique orientale et du Sud,export,2020,17,12,2023
ETHIOPIE,Afrique orientale et du Sud,export,2021,84,96,2023
ETHIOPIE,Afrique orientale et du Sud,export,2022,57,41,2023
ETHIOPIE,Afrique orientale et du Sud,export,2023,110,1,2023
ILE STE HELENE,Afrique orientale et du Sud,export,2019,94,53,2023
ILE STE HELENE,Afrique orientale et du Sud,export,2020,0,0,2023
ILE STE HELENE,Afrique orientale et du Sud,export,2021,,,2023
ILE STE HELENE,Afrique orientale et du Sud,export,2022,,,2023
ILE STE HELENE,Afrique orientale et du Sud,export,2023,,,2023
ILES MAURICE,Afrique orientale et du Sud,export,2019,86,29,2023
ILES MAURICE,Afrique orientale et du Sud,export,2020,1018,833,2023
ILES MAURICE,Afrique orientale et du Sud,export,2021,163,593,2023
ILES MAURICE,Afrique orientale et du Sud,export,2022,923,499,2023
ILES MAURICE,Afrique orientale et du Sud,export,2023,4,0,2023
KENYA,Afrique orientale et du Sud,export,2019,836,3027,2023
KENYA,Afrique orientale et du Sud,export,2020,12,2,2023
KENYA,Afrique orientale et du Sud,export,2021,12,3,2023
KENYA,Afrique orientale et du Sud,export,2022,22,41,2023
KENYA,Afrique orientale et du Sud,export,2023,45,3,2023
MADAGASCAR,Afrique orientale et du Sud,export,2019,39,26,2023
MADAGASCAR,Afrique orientale et du Sud,export,2020,242,168,2023
MADAGASCAR,Afrique orientale et du Sud,export,2021,302,414,2023
MADAGASCAR,Afrique orientale et du Sud,export,2022,33,4,2023
MADAGASCAR,Afrique orientale et du Sud,export,2023,176,34,2023
MALAWI,Afrique orientale et du Sud,export,2019,360,5,2023
MALAWI,Afrique orientale et du Sud,export,2020,,,2023
MALAWI,Afrique orientale et du Sud,export,2021,,,2023
MALAWI,Afrique orientale et du Sud,export,2022,1,0,2023
MALAWI,Afrique orientale et du Sud,export,2023,,,2023
MOZAMBIQUE,Afrique orientale et du Sud,export,2019,265,499,2023
MOZAMBIQUE,Afrique orientale et du Sud,export,2020,219,106,2023
MOZAMBIQUE,Afrique orientale et du Sud,export,2021,490,236,2023
MOZAMBIQUE,Afrique orientale et du Sud,export,2022,533,393,2023
MOZAMBIQUE,Afrique orientale et du Sud,export,2023,654,1135,2023
NAMIBIE,Afrique orientale et du Sud,export,2019,100,32,2023
NAMIBIE,Afrique orientale et du Sud,export,2020,,,2023
NAMIBIE,Afrique orientale et du Sud,export,2021,44,6,2023
NAMIBIE,Afrique orientale et du Sud,export,2022,332,16,2023
NAMIBIE,Afrique orientale et du Sud,export,2023,356,38,2023
OUGANDA,Afrique orientale et du Sud,export,2019,476,305,2023
OUGANDA,Afrique orientale et du Sud,export,2020,411,314,2023
