chapitre,sens,annee,valeur,poids,edition
"Matières albuminoïdes, préparations à base d'amidons ou fécules, colles",export,2022,1133,742,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2018,932,173,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2019,617,91,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2020,170,105,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2021,37,10,2022
"Poudres, explosifs, articles de pyrotechnie, allumettes, matières inflammables",export,2022,5,2,2022
Produits photographiques ou cinématographiques,export,2018,0,0,2022
Produits photographiques ou cinématographiques,export,2019,0,1,2022
Produits photographiques ou cinématographiques,export,2020,0,0,2022
Produits photographiques ou cinématographiques,export,2021,1,0,2022
Produits photographiques ou cinématographiques,export,2022,0,0,2022
Produits divers des industries chimiques,export,2018,7728,6233,2022
Produits divers des industries chimiques,export,2019,9229,7414,2022
Produits divers des industries chimiques,export,2020,7380,4522,2022
Produits divers des industries chimiques,export,2021,10718,7381,2022
Produits divers des industries chimiques,export,2022,10271,5093,2022
Matières plastiques et ouvrages en ces matières,export,2018,23467,40653,2022
Matières plastiques et ouvrages en ces matières,export,2019,19401,23929,2022
Matières plastiques et ouvrages en ces matières,export,2020,22032,32255,2022
Matières plastiques et ouvrages en ces matières,export,2021,21545,27054,2022
Matières plastiques et ouvrages en ces matières,export,2022,24471,24554,2022
Caoutchouc et ouvrages en caoutchouc,export,2018,4101,1434,2022
Caoutchouc et ouvrages en caoutchouc,export,2019,3425,1341,2022
Caoutchouc et ouvrages en caoutchouc,export,2020,3876,1376,2022
Caoutchouc et ouvrages en caoutchouc,export,2021,4045,2526,2022
Caoutchouc et ouvrages en caoutchouc,export,2022,4419,1278,2022
Peaux (autres que les pelleteries) et cuirs,export,2018,7681,6485,2022
Peaux (autres que les pelleteries) et cuirs,export,2019,3929,5244,2022
Peaux (autres que les pelleteries) et cuirs,export,2020,2660,2497,2022
Peaux (autres que les pelleteries) et cuirs,export,2021,1964,1301,2022
Peaux (autres que les pelleteries) et cuirs,export,2022,1572,1364,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2018,52,19,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2019,43,6,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2020,39,37,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2021,103,96,2022
"Ouvrages en cuir, articles de bourrellerie, sellerie, voyage ou en boyaux",export,2022,94,40,2022
"Pelleteries et fourrures, pelleteries factices",export,2018,0,0,2022
"Pelleteries et fourrures, pelleteries factices",export,2019,1,1,2022
"Pelleteries et fourrures, pelleteries factices",export,2020,0,0,2022
"Pelleteries et fourrures, pelleteries factices",export,2021,0,0,2022
"Pelleteries et fourrures, pelleteries factices",export,2022,0,0,2022
"Bois, charbon de bois et ouvrages en bois",export,2018,4416,34564,2022
"Bois, charbon de bois et ouvrages en bois",export,2019,3330,37629,2022
"Bois, charbon de bois et ouvrages en bois",export,2020,3590,45281,2022
"Bois, charbon de bois et ouvrages en bois",export,2021,4918,40196,2022
"Bois, charbon de bois et ouvrages en bois",export,2022,3559,13775,2022
Liège et ouvrages en liège,export,2018,0,0,2022
Liège et ouvrages en liège,export,2019,0,0,2022
Liège et ouvrages en liège,export,2020,0,0,2022
Liège et ouvrages en liège,export,2021,0,2,2022
Liège et ouvrages en liège,export,2022,0,0,2022
Ouvrages de sparterie ou de vannerie,export,2018,2250,923,2022
Ouvrages de sparterie ou de vannerie,export,2019,2249,895,2022
Ouvrages de sparterie ou de vannerie,export,2020,1821,905,2022
Ouvrages de sparterie ou de vannerie,export,2021,2244,1321,2022
Ouvrages de sparterie ou de vannerie,export,2022,2775,1559,2022
Matières cellulosiques servant à la fabrication du papier,export,2018,41,418,2022
Matières cellulosiques servant à la fabrication du papier,export,2019,118,152,2022
Matières cellulosiques servant à la fabrication du papier,export,2020,18,196,2022
Matières cellulosiques servant à la fabrication du papier,export,2021,33,357,2022
Matières cellulosiques servant à la fabrication du papier,export,2022,239,1136,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2018,7942,9227,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2019,8477,9695,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2020,10883,14074,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2021,21202,31380,2022
"Papiers et cartons, ouvrages en pâte de cellulose, en papier ou carton",export,2022,11302,12984,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2018,813,224,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2019,1036,220,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2020,517,122,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2021,892,215,2022
"Produits d'édition, presse, arts graphiques, manuscrits, plans",export,2022,1204,223,2022
Soie,export,2018,0,0,2022
Soie,export,2019,0,0,2022
Soie,export,2020,0,0,2022
Soie,export,2021,0,0,2022
Soie,export,2022,10,9,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2018,0,0,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2019,0,0,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2020,0,0,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2021,0,0,2022
"Laine, poils fins ou grossiers, fils et tissus de crin",export,2022,0,0,2022
Coton,export,2018,7328,7847,2022
Coton,export,2019,7058,8045,2022
Coton,export,2020,5826,6796,2022
Coton,export,2021,9012,9155,2022
Coton,export,2022,12587,8946,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2018,17,13,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2019,41,30,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2020,0,0,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2021,2,1,2022
"Autres fibres textiles végétales, fils de papier, tissus de fils de papier",export,2022,0,0,2022
Filaments synthétiques ou artificiels,export,2018,1000,292,2022
Filaments synthétiques ou artificiels,export,2019,981,196,2022
Filaments synthétiques ou artificiels,export,2020,1177,231,2022
Filaments synthétiques ou artificiels,export,2021,1757,347,2022
Filaments synthétiques ou artificiels,export,2022,726,278,2022
Fibres synthétiques ou artificielles discontinues,export,2018,19421,5945,2022
Fibres synthétiques ou artificielles discontinues,export,2019,15605,4493,2022
Fibres synthétiques ou artificielles discontinues,export,2020,20482,5912,2022
Fibres synthétiques ou artificielles discontinues,export,2021,22053,6659,2022
Fibres synthétiques ou artificielles discontinues,export,2022,23110,6115,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2018,1681,354,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2019,1705,395,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2020,2130,516,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2021,1481,429,2022
"Ouates, feutres, non tissés, fils spéciaux, ficelles, cordes, cordages, corderie",export,2022,500,611,2022
Tapis et autres revêtements de sol en matières textiles,export,2018,15,9,2022
Tapis et autres revêtements de sol en matières textiles,export,2019,10,15,2022
Tapis et autres revêtements de sol en matières textiles,export,2020,37,61,2022
Tapis et autres revêtements de sol en matières textiles,export,2021,31,78,2022
Tapis et autres revêtements de sol en matières textiles,export,2022,33,54,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2018,0,0,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2019,17,16,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2020,14,3,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2021,18,20,2022
"Tissus spéciaux, dentelles, tapisseries, passementeries, broderies",export,2022,1,2,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2018,3,2,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2019,0,0,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2020,0,1,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2021,51,101,2022
"Tissus imprégnés, recouverts, stratifiés, articles techniques en textiles",export,2022,159,69,2022
Étoffes de bonneterie,export,2018,0,0,2022
Étoffes de bonneterie,export,2019,2,0,2022
Étoffes de bonneterie,export,2020,0,0,2022
Étoffes de bonneterie,export,2021,0,0,2022
Étoffes de bonneterie,export,2022,0,0,2022
"Vêtements et accessoires du vêtement, en bonneterie",export,2018,98,61,2022
"Vêtements et accessoires du vêtement, en bonneterie",export,2019,166,88,2022
"Vêtements et accessoires du vêtement, en bonneterie",export,2020,378,198,2022
"Vêtements et accessoires du vêtement, en bonneterie",export,2021,232,122,2022
"Vêtements et accessoires du vêtement, en bonneterie",export,2022,229,113,2022
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2018,145,85,2022
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2019,210,156,2022
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2020,1430,182,2022
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2021,314,321,2022
"Vêtements et accessoires du vêtement, autres qu'en bonneterie",export,2022,414,251,2022
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2018,1857,1283,2022
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2019,2109,2213,2022
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2020,2130,1585,2022
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2021,2659,2498,2022
"Autres articles textiles confectionnés, assortiments, friperie et chiffons",export,2022,1943,1064,2022
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2018,2814,3681,2022
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2019,3367,3919,2022
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2020,5433,5609,2022
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2021,6157,5859,2022
"Chaussures, guêtres et articles analogues, parties de ces objets",export,2022,7203,6017,2022
Coiffures et parties de coiffures,export,2018,32,2,2022
Coiffures et parties de coiffures,export,2019,3,0,2022
Coiffures et parties de coiffures,export,2020,45,30,2022
Coiffures et parties de coiffures,export,2021,75,6,2022
Coiffures et parties de coiffures,export,2022,19,2,2022
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2018,1,3,2022
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2019,1,0,2022
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2020,2,0,2022
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2021,0,1,2022
"Parapluies, parasols, cannes, fouets, cravaches et leurs parties",export,2022,0,1,2022
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2018,34089,8532,2022
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2019,21029,5156,2022
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2020,33466,9250,2022
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2021,37725,10149,2022
"Plumes apprêtées, fleurs artificielles, ouvrages en cheveux",export,2022,42596,9644,2022
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2018,174,1680,2022
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2019,217,241,2022
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2020,153,212,2022
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2021,346,648,2022
"Ouvrages en pierres, plâtre, ciment, amiante, mica ou matières analogues",export,2022,656,15665,2022
Produits céramiques,export,2018,179,376,2022
Produits céramiques,export,2019,237,2111,2022
Produits céramiques,export,2020,7782,100834,2022
Produits céramiques,export,2021,9319,103670,2022
Produits céramiques,export,2022,6582,75978,2022
Verre et ouvrages en verre,export,2018,1106,1969,2022
Verre et ouvrages en verre,export,2019,1096,1892,2022
Verre et ouvrages en verre,export,2020,1091,1848,2022
Verre et ouvrages en verre,export,2021,1183,2087,2022
Verre et ouvrages en verre,export,2022,1748,2181,2022
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2018,313699,17,2022
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2019,376235,19,2022
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2020,423077,59,2022
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2021,540534,29,2022
"Perles, pierres gemmes, métaux précieux, bijouterie fantaisie, monnaies",export,2022,581666,94,2022
"Fonte, fer et acier",export,2018,53888,174197,2022
"Fonte, fer et acier",export,2019,59796,166589,2022
"Fonte, fer et acier",export,2020,62814,185658,2022
"Fonte, fer et acier",export,2021,82161,215079,2022
"Fonte, fer et acier",export,2022,96708,212067,2022
"Ouvrages en fonte, fer ou acier",export,2018,9799,17133,2022
"Ouvrages en fonte, fer ou acier",export,2019,7892,13765,2022
"Ouvrages en fonte, fer ou acier",export,2020,11157,16435,2022
"Ouvrages en fonte, fer ou acier",export,2021,10278,16271,2022
"Ouvrages en fonte, fer ou acier",export,2022,12510,14466,2022
Cuivre et ouvrages en cuivre,export,2018,3820,2204,2022
Cuivre et ouvrages en cuivre,export,2019,4336,2136,2022
Cuivre et ouvrages en cuivre,export,2020,3839,1481,2022
Cuivre et ouvrages en cuivre,export,2021,5874,41807,2022
Cuivre et ouvrages en cuivre,export,2022,8966,7354,2022
Nickel et ouvrages en nickel,export,2018,0,0,2022
Nickel et ouvrages en nickel,export,2019,2,0,2022
Nickel et ouvrages en nickel,export,2020,0,0,2022
Nickel et ouvrages en nickel,export,2021,23,9,2022
Nickel et ouvrages en nickel,export,2022,0,0,2022
Aluminium et ouvrages en aluminium,export,2018,1784,2502,2022
Aluminium et ouvrages en aluminium,export,2019,1358,2074,2022
Aluminium et ouvrages en aluminium,export,2020,970,1228,2022
Aluminium et ouvrages en aluminium,export,2021,3191,9392,2022
Aluminium et ouvrages en aluminium,export,2022,6685,14215,2022
Plomb et ouvrages en plomb,export,2018,4177,3525,2022
Plomb et ouvrages en plomb,export,2019,4661,4065,2022
Plomb et ouvrages en plomb,export,2020,4211,4145,2022
Plomb et ouvrages en plomb,export,2021,5877,4954,2022
Plomb et ouvrages en plomb,export,2022,8002,6498,2022
Zinc et ouvrages en zinc,export,2018,0,0,2022
Zinc et ouvrages en zinc,export,2019,5,0,2022
Zinc et ouvrages en zinc,export,2020,0,0,2022
Zinc et ouvrages en zinc,export,2021,12,6,2022
Zinc et ouvrages en zinc,export,2022,217,284,2022
Étain et ouvrages en étain,export,2018,90,935,2022
Étain et ouvrages en étain,export,2019,0,0,2022
Étain et ouvrages en étain,export,2020,0,0,2022
Étain et ouvrages en étain,export,2021,97,970,2022
Étain et ouvrages en étain,export,2022,46,460,2022
"Autres métaux communs, cermets, ouvrages en ces matières",export,2018,157,2800,2022
