pays,region,sens,annee,valeur,poids,edition
GUINEE EQUATORIALE,Afrique centrale,export,2022,2424,1126,2024
GUINEE EQUATORIALE,Afrique centrale,export,2023,2626,1143,2024
GUINEE EQUATORIALE,Afrique centrale,export,2024,1194,822,2024
RWANDA,Afrique centrale,export,2020,37,6,2024
RWANDA,Afrique centrale,export,2021,6,2,2024
RWANDA,Afrique centrale,export,2022,171,61,2024
RWANDA,Afrique centrale,export,2023,121,15,2024
RWANDA,Afrique centrale,export,2024,36,2,2024
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2020,,,2024
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2021,,,2024
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2022,21,3,2024
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2023,71,9,2024
SAINT THOMAS ILE DU PRINCE,Afrique centrale,export,2024,63,8,2024
TCHAD,Afrique centrale,export,2020,4100,2626,2024
TCHAD,Afrique centrale,export,2021,4794,3274,2024
TCHAD,Afrique centrale,export,2022,1803,1290,2024
TCHAD,Afrique centrale,export,2023,3882,2869,2024
TCHAD,Afrique centrale,export,2024,3132,1681,2024
ALGERIE,Afrique du Nord,export,2020,400,506,2024
ALGERIE,Afrique du Nord,export,2021,403,112,2024
ALGERIE,Afrique du Nord,export,2022,362,454,2024
ALGERIE,Afrique du Nord,export,2023,677,849,2024
ALGERIE,Afrique du Nord,export,2024,685,770,2024
EGYPTE,Afrique du Nord,export,2020,474,1893,2024
EGYPTE,Afrique du Nord,export,2021,847,1208,2024
EGYPTE,Afrique du Nord,export,2022,617,2603,2024
EGYPTE,Afrique du Nord,export,2023,526,2805,2024
EGYPTE,Afrique du Nord,export,2024,10073,3253,2024
LIBYE,Afrique du Nord,export,2020,3,12,2024
LIBYE,Afrique du Nord,export,2021,,,2024
LIBYE,Afrique du Nord,export,2022,,,2024
LIBYE,Afrique du Nord,export,2023,,,2024
LIBYE,Afrique du Nord,export,2024,4,0,2024
MAROC,Afrique du Nord,export,2020,6262,3848,2024
MAROC,Afrique du Nord,export,2021,6814,5029,2024
MAROC,Afrique du Nord,export,2022,11300,9500,2024
MAROC,Afrique du Nord,export,2023,19550,13891,2024
MAROC,Afrique du Nord,export,2024,24662,22050,2024
SOUDAN,Afrique du Nord,export,2020,688,593,2024
SOUDAN,Afrique du Nord,export,2021,523,548,2024
SOUDAN,Afrique du Nord,export,2022,563,430,2024
SOUDAN,Afrique du Nord,export,2023,619,340,2024
SOUDAN,Afrique du Nord,export,2024,259,106,2024
TUNISIE,Afrique du Nord,export,2020,1292,1977,2024
TUNISIE,Afrique du Nord,export,2021,1588,2710,2024
TUNISIE,Afrique du Nord,export,2022,6849,6841,2024
TUNISIE,Afrique du Nord,export,2023,5204,4838,2024
TUNISIE,Afrique du Nord,export,2024,2320,2842,2024
BENIN,Afrique occidentale,export,2020,9905,44176,2024
BENIN,Afrique occidentale,export,2021,14981,28004,2024
BENIN,Afrique occidentale,export,2022,16944,47033,2024
BENIN,Afrique occidentale,export,2023,18789,38863,2024
BENIN,Afrique occidentale,export,2024,16564,25163,2024
BURKINA FASO,Afrique occidentale,export,2020,29978,85511,2024
BURKINA FASO,Afrique occidentale,export,2021,36813,94370,2024
BURKINA FASO,Afrique occidentale,export,2022,35338,104062,2024
BURKINA FASO,Afrique occidentale,export,2023,36594,105110,2024
BURKINA FASO,Afrique occidentale,export,2024,38251,96316,2024
COTE D'IVOIRE,Afrique occidentale,export,2020,110319,310871,2024
COTE D'IVOIRE,Afrique occidentale,export,2021,120570,317948,2024
COTE D'IVOIRE,Afrique occidentale,export,2022,114383,292657,2024
COTE D'IVOIRE,Afrique occidentale,export,2023,105740,239140,2024
COTE D'IVOIRE,Afrique occidentale,export,2024,106481,201035,2024
GAMBIE,Afrique occidentale,export,2020,64554,446548,2024
GAMBIE,Afrique occidentale,export,2021,88257,893419,2024
GAMBIE,Afrique occidentale,export,2022,110719,967383,2024
GAMBIE,Afrique occidentale,export,2023,112810,1045255,2024
GAMBIE,Afrique occidentale,export,2024,106786,849461,2024
GHANA,Afrique occidentale,export,2020,8830,10370,2024
GHANA,Afrique occidentale,export,2021,14098,14727,2024
GHANA,Afrique occidentale,export,2022,21275,18781,2024
GHANA,Afrique occidentale,export,2023,10440,15489,2024
GHANA,Afrique occidentale,export,2024,11651,15319,2024
GUINEE BISSAU,Afrique occidentale,export,2020,32876,71812,2024
GUINEE BISSAU,Afrique occidentale,export,2021,41356,95056,2024
GUINEE BISSAU,Afrique occidentale,export,2022,55201,108257,2024
GUINEE BISSAU,Afrique occidentale,export,2023,95442,80523,2024
GUINEE BISSAU,Afrique occidentale,export,2024,59543,100515,2024
GUINEE REPUBLIQUE,Afrique occidentale,export,2020,85381,163055,2024
GUINEE REPUBLIQUE,Afrique occidentale,export,2021,80474,139127,2024
GUINEE REPUBLIQUE,Afrique occidentale,export,2022,113782,210469,2024
GUINEE REPUBLIQUE,Afrique occidentale,export,2023,93498,151295,2024
GUINEE REPUBLIQUE,Afrique occidentale,export,2024,117856,227239,2024
ILES DU CAP VERT,Afrique occidentale,export,2020,1061,508,2024
ILES DU CAP VERT,Afrique occidentale,export,2021,1237,768,2024
ILES DU CAP VERT,Afrique occidentale,export,2022,2508,1647,2024
ILES DU CAP VERT,Afrique occidentale,export,2023,2384,1548,2024
ILES DU CAP VERT,Afrique occidentale,export,2024,5872,10411,2024
LIBERIA,Afrique occidentale,export,2020,1782,2450,2024
LIBERIA,Afrique occidentale,export,2021,2302,2222,2024
LIBERIA,Afrique occidentale,export,2022,1675,1270,2024
LIBERIA,Afrique occidentale,export,2023,1661,1490,2024
LIBERIA,Afrique occidentale,export,2024,2064,1573,2024
MALI,Afrique occidentale,export,2020,474811,2946232,2024
MALI,Afrique occidentale,export,2021,582550,3047680,2024
MALI,Afrique occidentale,export,2022,708794,2200547,2024
MALI,Afrique occidentale,export,2023,739014,2711636,2024
MALI,Afrique occidentale,export,2024,802751,3209012,2024
MAURITANIE,Afrique occidentale,export,2020,40810,62845,2024
MAURITANIE,Afrique occidentale,export,2021,51482,83581,2024
MAURITANIE,Afrique occidentale,export,2022,59286,114922,2024
MAURITANIE,Afrique occidentale,export,2023,50342,92296,2024
MAURITANIE,Afrique occidentale,export,2024,48606,187014,2024
NIGER,Afrique occidentale,export,2020,11761,27193,2024
NIGER,Afrique occidentale,export,2021,12968,15137,2024
NIGER,Afrique occidentale,export,2022,13602,16512,2024
NIGER,Afrique occidentale,export,2023,10687,22297,2024
NIGER,Afrique occidentale,export,2024,6968,7526,2024
NIGERIA,Afrique occidentale,export,2020,13722,15794,2024
NIGERIA,Afrique occidentale,export,2021,12211,13597,2024
NIGERIA,Afrique occidentale,export,2022,16396,20692,2024
NIGERIA,Afrique occidentale,export,2023,22484,19174,2024
NIGERIA,Afrique occidentale,export,2024,6411,4939,2024
SIERRA LEONE,Afrique occidentale,export,2020,6986,13554,2024
SIERRA LEONE,Afrique occidentale,export,2021,4459,10025,2024
SIERRA LEONE,Afrique occidentale,export,2022,7884,17706,2024
SIERRA LEONE,Afrique occidentale,export,2023,5861,32821,2024
SIERRA LEONE,Afrique occidentale,export,2024,3695,10215,2024
TOGO,Afrique occidentale,export,2020,11032,10547,2024
TOGO,Afrique occidentale,export,2021,14821,12509,2024
TOGO,Afrique occidentale,export,2022,52358,16056,2024
TOGO,Afrique occidentale,export,2023,16814,11896,2024
TOGO,Afrique occidentale,export,2024,19807,10366,2024
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2020,92,71,2024
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2021,504,635,2024
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2022,324,344,2024
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2023,270,154,2024
AFRIQUE DU SUD,Afrique orientale et du Sud,export,2024,418,143,2024
ANGOLA,Afrique orientale et du Sud,export,2020,713,798,2024
ANGOLA,Afrique orientale et du Sud,export,2021,467,428,2024
ANGOLA,Afrique orientale et du Sud,export,2022,1232,576,2024
ANGOLA,Afrique orientale et du Sud,export,2023,1613,579,2024
ANGOLA,Afrique orientale et du Sud,export,2024,5143,24785,2024
BOTSWANA,Afrique orientale et du Sud,export,2020,0,0,2024
BOTSWANA,Afrique orientale et du Sud,export,2021,153,307,2024
BOTSWANA,Afrique orientale et du Sud,export,2022,127,234,2024
BOTSWANA,Afrique orientale et du Sud,export,2023,74,1,2024
BOTSWANA,Afrique orientale et du Sud,export,2024,3,0,2024
COMORES ILE,Afrique orientale et du Sud,export,2020,10,24,2024
COMORES ILE,Afrique orientale et du Sud,export,2021,7,1,2024
COMORES ILE,Afrique orientale et du Sud,export,2022,1,0,2024
COMORES ILE,Afrique orientale et du Sud,export,2023,62,19,2024
COMORES ILE,Afrique orientale et du Sud,export,2024,23,4,2024
DJIBOUTI,Afrique orientale et du Sud,export,2020,1,0,2024
DJIBOUTI,Afrique orientale et du Sud,export,2021,21,58,2024
DJIBOUTI,Afrique orientale et du Sud,export,2022,1,1,2024
DJIBOUTI,Afrique orientale et du Sud,export,2023,3,1,2024
DJIBOUTI,Afrique orientale et du Sud,export,2024,1,1,2024
ETHIOPIE,Afrique orientale et du Sud,export,2020,17,12,2024
ETHIOPIE,Afrique orientale et du Sud,export,2021,84,96,2024
ETHIOPIE,Afrique orientale et du Sud,export,2022,57,41,2024
ETHIOPIE,Afrique orientale et du Sud,export,2023,110,1,2024
ETHIOPIE,Afrique orientale et du Sud,export,2024,6,0,2024
ILE STE HELENE,Afrique orientale et du Sud,export,2020,0,0,2024
ILE STE HELENE,Afrique orientale et du Sud,export,2021,,,2024
ILE STE HELENE,Afrique orientale et du Sud,export,2022,,,2024
ILE STE HELENE,Afrique orientale et du Sud,export,2023,,,2024
ILE STE HELENE,Afrique orientale et du Sud,export,2024,8,75,2024
ILES MAURICE,Afrique orientale et du Sud,export,2020,1018,833,2024
ILES MAURICE,Afrique orientale et du Sud,export,2021,163,593,2024
ILES MAURICE,Afrique orientale et du Sud,export,2022,923,499,2024
ILES MAURICE,Afrique orientale et du Sud,export,2023,4,0,2024
ILES MAURICE,Afrique orientale et du Sud,export,2024,170,51,2024
KENYA,Afrique orientale et du Sud,export,2020,12,2,2024
KENYA,Afrique orientale et du Sud,export,2021,12,3,2024
KENYA,Afrique orientale et du Sud,export,2022,22,41,2024
KENYA,Afrique orientale et du Sud,export,2023,45,3,2024
KENYA,Afrique orientale et du Sud,export,2024,147,28,2024
MADAGASCAR,Afrique orientale et du Sud,export,2020,242,168,2024
MADAGASCAR,Afrique orientale et du Sud,export,2021,302,414,2024
MADAGASCAR,Afrique orientale et du Sud,export,2022,33,4,2024
MADAGASCAR,Afrique orientale et du Sud,export,2023,176,34,2024
MADAGASCAR,Afrique orientale et du Sud,export,2024,339,90,2024
MALAWI,Afrique orientale et du Sud,export,2020,,,2024
MALAWI,Afrique orientale et du Sud,export,2021,,,2024
MALAWI,Afrique orientale et du Sud,export,2022,1,0,2024
MALAWI,Afrique orientale et du Sud,export,2023,,,2024
MALAWI,Afrique orientale et du Sud,export,2024,,,2024
MOZAMBIQUE,Afrique orientale et du Sud,export,2020,219,106,2024
MOZAMBIQUE,Afrique orientale et du Sud,export,2021,490,236,2024
MOZAMBIQUE,Afrique orientale et du Sud,export,2022,533,393,2024
MOZAMBIQUE,Afrique orientale et du Sud,export,2023,654,1135,2024
MOZAMBIQUE,Afrique orientale et du Sud,export,2024,191,73,2024
NAMIBIE,Afrique orientale et du Sud,export,2020,,,2024
NAMIBIE,Afrique orientale et du Sud,export,2021,44,6,2024
NAMIBIE,Afrique orientale et du Sud,export,2022,332,16,2024
NAMIBIE,Afrique orientale et du Sud,export,2023,356,38,2024
NAMIBIE,Afrique orientale et du Sud,export,2024,3224,674,2024
OUGANDA,Afrique orientale et du Sud,export,2020,411,314,2024
OUGANDA,Afrique orientale et du Sud,export,2021,687,355,2024
